33	33	0	2017-11-04 10:06:08.0984696	2017-12-11 00:20:27.5722197	2017-10-17 14:34:47.0459696	82
34	34	1	2017-11-08 16:57:36.1324657	2017-11-10 23:42:51.4027221	2017-11-13 06:28:06.6729785	71
35	35	1	2017-11-14 02:46:21.6466885	2017-12-15 21:22:43.6566506	2017-10-17 15:59:05.6666126	61
36	36	1	2017-12-11 07:25:55.6558943	2017-12-15 06:04:56.4778228	2017-12-19 04:43:57.2997513	64
37	37	0	2017-11-30 09:56:07.1052697	2017-11-14 19:03:00.6900865	2017-10-30 04:09:54.2749033	110
38	38	1	2017-12-03 15:35:46.8019404	2017-11-04 15:59:23.1081998	2017-10-06 16:22:59.4144592	18
39	39	1	2017-11-30 16:00:37.4115184	2017-12-16 06:01:28.4204921	2017-10-01 20:02:19.4294657	90
40	40	1	2017-12-13 22:46:37.0324496	2017-11-04 14:51:31.9575985	2017-12-26 06:56:26.8827475	22
41	41	1	2017-11-07 10:37:30.6507619	2017-10-17 07:16:23.2532855	2017-12-26 03:55:15.8558092	62
42	42	1	2017-10-01 16:21:49.4595378	2017-10-26 23:07:51.6003105	2017-11-21 05:53:53.7410832	86
43	43	1	2017-10-21 14:39:52.9310538	2017-12-12 16:13:59.1343881	2017-11-03 17:48:05.3377223	101
44	44	0	2017-10-02 03:34:40.3407237	2017-10-12 10:43:40.9800751	2017-10-22 17:52:41.6194265	114
45	45	1	2017-12-25 06:25:56.7049045	2017-11-12 05:54:56.8551645	2017-12-30 05:23:57.0054247	43
46	46	1	2017-10-29 11:56:21.4921728	2017-10-18 15:15:24.9269741	2017-10-07 18:34:28.3617754	63
47	47	0	2017-10-27 11:40:02.6838021	2017-11-27 10:42:38.9034454	2017-12-28 09:45:15.1230887	115
48	48	1	2017-12-04 22:28:34.9989297	2017-12-06 08:41:26.5305763	2017-12-07 18:54:18.0622230	38
49	49	1	2017-11-27 11:37:38.0977829	2017-12-06 08:59:25.1172834	2017-12-15 06:21:12.1367839	
50	50	1	2017-10-30 13:48:21.3402172	2017-11-11 14:27:49.8032920	2017-11-23 15:07:18.2663667	92
51	51	1	2017-11-24 07:46:46.1429765	2017-12-04 21:30:54.7953266	2017-12-15 11:15:03.4476767	111
52	52	1	2017-11-29 19:13:23.5582433	2017-10-10 19:33:10.8090159	2017-11-20 19:52:58.0597886	87
53	53	1	2017-12-12 16:15:00.2181043	2017-11-17 19:29:18.6109592	2017-10-23 22:43:37.0038142	114
54	54	0	2017-10-17 11:10:09.2190169	2017-11-05 00:06:31.6920217	2017-11-23 13:02:54.1650264	2
55	55	1	2017-12-28 09:42:21.8377682	2017-10-16 15:00:27.5403706	2017-11-03 20:18:33.2429731	118
56	56	1	2017-11-06 16:31:59.3731883	2017-12-01 21:41:40.9126431	2017-12-27 02:51:22.4520979	96
57	57	1	2017-10-18 20:47:28.9384880	2017-10-30 04:30:38.4840072	2017-11-10 12:13:48.0295264	69
58	58	1	2017-12-26 15:01:17.3838340	2017-10-28 10:38:23.5185500	2017-11-29 06:15:29.6532661	29
59	59	1	2017-10-23 02:53:31.5711320	2017-11-02 15:00:25.1469417	2017-11-13 03:07:18.7227513	69
60	60	0	2017-11-25 22:21:16.5191915	2017-11-08 11:41:15.8980500	2017-10-22 01:01:15.2769085	1
61	61	1	2017-10-03 11:53:09.2135133	2017-10-04 18:45:07.2774814	2017-10-06 01:37:05.3414494	71
62	62	1	2017-11-02 21:03:34.3755774	2017-10-18 06:23:29.7323763	2017-10-02 15:43:25.0891752	5
63	63	1	2017-12-29 16:04:08.1676476	2017-10-20 04:29:54.5565850	2017-11-09 16:55:40.9455225	9
64	64	1	2017-12-16 10:22:10.6150760	2017-10-15 09:39:41.5544290	2017-11-13 08:57:12.4937821	102
65	65	0	2017-12-21 23:31:40.1620255	2017-12-21 22:35:45.7162879	2017-12-21 21:39:51.2705502	80
66	66	1	2017-12-01 12:13:05.2434378	2017-10-14 13:57:25.5481286	2017-11-26 15:41:45.8528195	96
67	67	1	2017-12-02 17:08:14.1193898	2017-10-07 03:58:43.8994203	2017-11-10 14:49:13.6794509	108
68	68	1	2017-10-02 17:40:58.4277866	2017-12-02 00:19:18.3626574	2017-11-01 06:57:38.2975281	12
69	69	1	2017-10-23 23:23:42.2392102	2017-11-08 13:01:35.2582727	2017-11-24 02:39:28.2773352	99
70	70	1	2017-10-15 01:12:07.6936476	2017-12-13 19:17:25.6687789	2017-11-12 13:22:43.6439101	1
71	71	0	2017-12-11 14:52:16.0985380	2017-11-23 01:42:35.6087389	2017-11-04 12:32:55.1189397	92
72	72	0	2017-11-30 06:45:49.5833674	2017-11-06 12:26:04.4301995	2017-10-13 18:06:19.2770316	15
73	73	1	2017-11-23 06:08:17.8472395	2017-10-04 02:12:09.5472971	2017-11-13 22:16:01.2473548	22
74	74	1	2017-11-19 16:46:39.4336335	2017-10-01 11:49:02.7141059	2017-11-12 06:51:25.9945785	106
75	75	0	2017-11-20 09:22:51.9990515	2017-10-16 18:23:19.0639369	2017-12-12 03:23:46.1288223	112
76	76	1	2017-11-15 23:19:08.1932211	2017-11-02 18:44:27.3721657	2017-10-20 14:09:46.5511103	111
77	77	0	2017-11-13 19:30:19.3892657	2017-10-15 01:45:08.4367572	2017-12-15 07:59:57.4842489	50
78	78	1	2017-12-12 01:36:12.6180983	2017-12-17 03:33:36.9721678	2017-12-22 05:31:01.3262374	9
79	79	0	2017-12-12 07:18:19.8477850	2017-11-26 02:47:36.7391398	2017-11-09 22:16:53.6304946	61
80	80	1	2017-11-12 18:35:45.4477786	2017-12-02 13:19:22.1346027	2017-12-22 08:02:58.8214268	116
81	81	0	2017-10-24 19:44:59.6073443	2017-11-21 09:25:05.4891744	2017-12-18 23:05:11.3710046	32
82	82	0	2017-12-12 11:12:24.0793196	2017-11-28 06:43:08.5989660	2017-11-14 02:13:53.1186123	15
83	83	1	2017-10-28 23:34:50.7588996	2017-12-15 11:26:29.3617196	2017-11-01 23:18:07.9645395	21
84	84	1	2017-10-24 18:00:17.4524803	2017-11-06 20:35:46.0491600	2017-11-19 23:11:14.6458398	40
85	85	1	2017-11-01 01:27:09.8949907	2017-10-03 18:37:20.4886230	2017-12-05 11:47:31.0822554	105
86	86	0	2017-12-15 07:21:02.2219999	2017-12-07 21:18:18.0470672	2017-11-30 11:15:33.8721345	84
87	87	1	2017-10-08 23:48:55.6023159	2017-11-26 19:51:27.0076572	2017-10-15 15:53:58.4129984	50
88	88	0	2017-10-18 22:55:58.8794526	2017-11-06 00:13:55.8801980	2017-11-24 01:31:52.8809433	70
89	89	1	2017-11-11 07:15:14.2946976	2017-10-26 08:42:23.8623514	2017-10-10 10:09:33.4300053	84
90	90	1	2017-10-08 10:14:22.2735001	2017-10-14 23:41:02.7440074	2017-10-21 13:07:43.2145148	96
91	91	1	2017-11-23 10:38:26.7174062	2017-11-16 01:34:17.9938155	2017-11-08 16:30:09.2702248	112
92	92	1	2017-12-04 18:54:49.7214357	2017-10-18 08:24:37.1715364	2017-11-30 21:54:24.6216373	36
93	93	0	2017-11-11 12:42:15.2308084	2017-10-03 00:58:57.9612581	2017-11-23 13:15:40.6917079	42
94	94	1	2017-10-05 17:39:20.8923269	2017-11-07 18:20:12.5224421	2017-12-10 19:01:04.1525573	18
95	95	1	2017-12-11 10:53:27.8189362	2017-10-31 20:06:24.6801171	2017-12-21 05:19:21.5412981	19
96	96	1	2017-10-05 13:33:56.2751845	2017-12-30 00:52:53.5209093	2017-12-24 12:11:50.7666340	17
97	97	0	2017-10-03 00:17:41.2918903	2017-10-07 18:37:57.0437255	2017-10-12 12:58:12.7955606	54
98	98	1	2017-11-05 04:17:42.3159778	2017-11-28 06:34:17.5799590	2017-12-21 08:50:52.8439402	105
99	99	0	2017-10-11 04:03:00.1786982	2017-10-21 12:07:55.2637873	2017-10-31 20:12:50.3488763	22
100	100	1	2017-10-24 18:12:51.4614667	2017-10-29 15:57:31.3070359	2017-11-03 13:42:11.1526051	18
101	101	1	2017-11-26 18:48:07.3727831	2017-10-12 11:16:41.0275538	2017-11-27 03:45:14.6823246	55
102	102	1	2017-10-25 17:59:04.2560154	2017-12-26 10:23:20.5407881	2017-11-27 02:47:36.8255606	51
103	103	1	2017-11-11 23:04:52.7597194	2017-10-28 19:39:51.2723036	2017-10-14 16:14:49.7848878	16
104	104	1	2017-11-13 10:25:30.4041352	2017-12-23 13:41:59.4485045	2017-11-02 16:58:28.4928737	37
105	105	1	2017-11-18 22:56:05.2416793	2017-12-19 12:45:14.1945532	2017-10-20 02:34:23.1474270	120
106	106	1	2017-12-25 01:00:56.5596091	2017-10-29 09:04:50.3651270	2017-12-02 17:08:44.1706450	97
107	107	1	2017-10-07 13:05:05.7110037	2017-10-07 17:21:01.2617187	2017-10-07 21:36:56.8124337	66
108	108	0	2017-10-23 23:28:20.7844707	2017-11-17 07:40:15.8968533	2017-12-11 15:52:11.0092358	8
109	109	1	2017-11-27 01:47:17.2199655	2017-10-20 05:43:12.6280847	2017-12-12 09:39:08.0362041	10
110	110	1	2017-11-12 10:23:13.6445470	2017-12-13 20:16:00.1682049	2017-10-15 06:08:46.6918628	7
111	111	1	2017-12-23 21:01:39.9839227	2017-11-17 19:56:32.4758858	2017-10-12 18:51:24.9678489	46
112	112	1	2017-11-06 19:11:16.3203898	2017-11-13 00:57:01.5118394	2017-11-19 06:42:46.7032891	61
113	113	1	2017-10-15 07:42:57.5360490	2017-12-02 07:50:46.7794103	2017-10-20 07:58:36.0227715	89
114	114	0	2017-12-10 08:17:46.1233535	2017-12-01 01:41:03.0123390	2017-11-21 19:04:19.9013246	74
115	115	0	2017-11-02 02:36:16.9118472	2017-12-18 02:16:10.4088756	2017-11-03 01:56:03.9059039	89
116	116	1	2017-10-22 00:40:45.1341938	2017-11-06 12:01:58.6785155	2017-11-21 23:23:12.2228371	57
117	117	1	2017-10-05 21:28:43.6166777	2017-11-02 18:57:00.3706567	2017-11-30 16:25:17.1246357	105
118	118	1	2017-12-05 22:03:50.7151673	2017-12-13 07:54:08.5074251	2017-12-20 17:44:26.2996828	89
119	119	0	2017-11-15 08:55:00.7200853	2017-10-12 15:02:21.0658060	2017-12-08 21:09:41.4115268	117
120	120	0	2017-10-07 16:10:37.9400256	2017-10-15 01:17:27.6692206	2017-10-22 10:24:17.3984156	117
121	121	1	2017-11-23 12:24:09.6411219	2017-11-17 18:05:58.5404714	2017-11-11 23:47:47.4398210	47
122	122	1	2017-11-14 18:12:15.2399371	2017-12-01 03:44:48.0192224	2017-12-17 13:17:20.7985076	38
123	123	1	2017-11-21 10:25:44.1330891	2017-11-06 15:36:54.5003059	2017-10-22 20:48:04.8675227	48
124	124	1	2017-10-16 13:09:19.9657100	2017-10-25 13:20:32.5142652	2017-11-03 13:31:45.0628203	4
125	125	0	2017-11-21 14:33:40.9762415	2017-10-28 17:43:07.6749634	2017-10-04 20:52:34.3736852	10
126	126	1	2017-10-07 19:57:26.3771022	2017-11-05 17:17:58.4372024	2017-12-04 14:38:30.4973025	57
127	127	1	2017-10-19 18:03:34.3525590	2017-11-04 11:27:06.4689414	2017-11-20 04:50:38.5853238	94
128	128	1	2017-11-18 12:28:56.9549126	2017-11-26 07:51:57.0248551	2017-12-04 03:14:57.0947976	4
129	129	0	2017-12-09 05:53:11.6146973	2017-11-30 15:42:38.0339889	2017-11-22 01:32:04.4532805	87
130	130	0	2017-11-15 19:48:55.7238670	2017-10-17 17:30:25.5430276	2017-12-18 15:11:55.3621884	95
131	131	1	2017-11-13 23:01:26.9013308	2017-10-27 00:06:30.3284402	2017-10-09 01:11:33.7555497	58
132	132	1	2017-10-09 15:12:37.0732878	2017-11-16 19:10:50.8567983	2017-12-24 23:09:04.6403087	66
133	133	1	2017-12-01 21:33:12.4394000	2017-11-26 15:25:41.7083805	2017-11-21 09:18:10.9773610	107
134	134	1	2017-11-18 13:05:28.3863183	2017-10-28 10:50:05.4321038	2017-10-07 08:34:42.4778894	43
135	135	1	2017-12-16 23:47:38.0749956	2017-11-21 02:02:41.1070488	2017-10-26 04:17:44.1391021	61
136	136	1	2017-12-30 01:45:55.3513289	2017-11-25 23:01:44.9483864	2017-10-22 20:17:34.5454440	101
137	137	1	2017-10-31 12:07:31.3196001	2017-10-31 11:03:17.3266623	2017-10-31 09:59:03.3337245	120
138	138	1	2017-12-15 13:09:20.3547645	2017-12-22 21:44:29.9132152	2017-12-30 06:19:39.4716658	104
139	139	0	2017-12-05 19:04:12.2108010	2017-11-18 07:50:31.8546069	2017-10-31 20:36:51.4984128	41
140	140	1	2017-11-07 00:26:13.3353816	2017-12-05 09:32:30.1234960	2017-10-03 18:38:46.9116103	9
141	141	0	2017-12-08 18:15:56.5109962	2017-12-01 03:57:16.7853484	2017-11-23 13:38:37.0597007	18
142	142	1	2017-12-16 00:20:34.8178452	2017-10-10 12:11:11.1108039	2017-11-04 00:01:47.4037627	42
143	143	0	2017-11-21 21:08:41.6594872	2017-10-17 18:30:43.2521132	2017-12-12 15:52:44.8447393	61
144	144	1	2017-12-29 20:52:00.6501506	2017-11-12 12:26:23.6941466	2017-12-26 04:00:46.7381426	78
145	145	1	2017-10-15 13:12:42.2895775	2017-11-27 03:44:30.2681217	2017-10-09 18:16:18.2466658	50
146	146	1	2017-10-17 15:27:10.3970164	2017-10-04 00:37:16.4819760	2017-12-20 09:47:22.5669358	52
147	147	1	2017-11-20 11:11:52.1853867	2017-11-16 00:33:50.3921262	2017-11-11 13:55:48.5988657	68
148	148	1	2017-12-02 04:24:29.1074550	2017-11-01 23:17:54.9489191	2017-10-02 18:11:20.7903833	
149	149	0	2017-12-03 15:03:03.9804798	2017-11-20 16:04:02.1135665	2017-11-07 17:05:00.2466533	89
150	150	1	2017-11-20 10:12:42.6847423	2017-12-25 08:04:26.0016017	2017-10-30 05:56:09.3184609	49
151	151	1	2017-12-30 16:05:12.6585068	2017-11-27 05:55:53.1502525	2017-10-24 19:46:33.6419982	83
152	152	1	2017-10-28 02:13:50.5767231	2017-10-25 10:43:48.5363004	2017-10-22 19:13:46.4958778	33
153	153	1	2017-12-20 19:22:41.5958926	2017-11-16 15:31:56.5141530	2017-10-13 11:41:11.4324133	85
154	154	1	2017-10-04 11:52:22.2386726	2017-10-07 10:50:27.5945666	2017-10-10 09:48:32.9504606	108
155	155	1	2017-12-01 05:48:41.8203448	2017-12-11 21:51:32.7665645	2017-12-22 13:54:23.7127842	26
156	156	0	2017-10-13 00:35:52.1328459	2017-11-11 07:31:53.0083315	2017-12-10 14:27:53.8838170	92
157	157	0	2017-12-04 07:33:20.1229264	2017-11-19 18:46:26.0404821	2017-11-05 05:59:31.9580378	17
158	158	1	2017-10-27 09:55:32.7940094	2017-10-04 06:19:18.7580384	2017-12-11 02:43:04.7220675	3
159	159	1	2017-12-22 19:51:49.4278937	2017-11-25 19:58:51.7735411	2017-10-29 20:05:54.1191885	12
160	160	1	2017-11-12 02:58:38.8645770	2017-11-13 19:27:15.7573508	2017-11-15 11:55:52.6501245	28
161	161	1	2017-12-06 06:57:22.2070501	2017-12-24 21:37:43.8961857	2017-10-13 12:18:05.5853212	64
162	162	1	2017-11-19 00:36:08.7560911	2017-11-11 09:29:04.2368637	2017-11-03 18:21:59.7176362	3
163	163	1	2017-11-14 17:35:09.1697734	2017-12-17 15:57:37.8628644	2017-10-20 14:20:06.5559553	63
164	164	1	2017-10-12 05:58:21.4960985	2017-10-03 12:12:47.0850571	2017-12-24 18:27:12.6740157	42
165	165	1	2017-12-29 11:21:46.7432162	2017-11-17 20:09:29.8397647	2017-10-07 04:57:12.9363131	35
166	166	1	2017-12-15 05:49:02.9106348	2017-10-02 00:45:41.6190875	2017-10-18 19:42:20.3275403	70
167	167	1	2017-12-05 21:38:03.8809898	2017-12-17 09:31:19.8034590	2017-12-28 21:24:35.7259281	101
168	168	0	2017-11-26 18:37:29.1497307	2017-11-04 21:00:41.3473064	2017-10-13 23:23:53.5448821	74
169	169	1	2017-12-24 08:30:08.0483580	2017-10-10 23:38:21.9052901	2017-10-27 14:46:35.7622224	46
170	170	1	2017-11-03 00:50:21.5605183	2017-10-23 03:14:25.4604891	2017-10-12 05:38:29.3604599	13
171	171	1	2017-12-21 12:33:13.8145938	2017-10-07 00:58:41.3518531	2017-10-22 13:24:08.8891126	109
172	172	0	2017-10-21 08:19:23.2619133	2017-11-10 21:12:30.4574416	2017-12-01 10:05:37.6529699	58
173	173	1	2017-10-01 02:59:38.5043662	2017-10-26 00:03:36.6528181	2017-11-19 21:07:34.8012700	1
174	174	1	2017-10-09 08:28:47.3847036	2017-11-07 05:29:50.9423101	2017-12-06 02:30:54.4999165	49
175	175	1	2017-10-29 21:54:41.4290295	2017-11-13 21:20:10.8838722	2017-11-28 20:45:40.3387150	109
176	176	1	2017-12-08 12:03:34.8232767	2017-11-08 05:54:47.4296675	2017-10-08 23:46:00.0360583	99
177	177	1	2017-12-23 21:03:33.5804500	2017-11-14 09:14:04.7671091	2017-10-05 21:24:35.9537683	6
178	178	1	2017-11-22 13:33:43.4829385	2017-12-25 03:10:30.8061594	2017-10-27 16:47:18.1293802	98
179	179	1	2017-10-01 23:56:37.6761325	2017-11-28 09:36:02.2461435	2017-10-25 19:15:26.8161545	91
180	180	1	2017-11-04 23:06:30.5792251	2017-10-25 17:05:51.1929873	2017-10-15 11:05:11.8067495	75
181	181	1	2017-11-17 08:45:34.1917155	2017-12-20 16:44:08.0450762	2017-10-24 00:42:41.8984368	79
182	182	1	2017-11-17 13:39:05.2451041	2017-10-03 12:09:11.5200222	2017-11-18 10:39:17.7949405	109
183	183	1	2017-12-15 21:25:52.9744329	2017-10-06 15:47:54.9112885	2017-10-27 10:09:56.8481443	6
184	184	1	2017-10-19 19:40:28.9299549	2017-12-06 07:38:12.0323873	2017-10-23 19:35:55.1348195	75
185	185	1	2017-11-16 03:43:43.0653602	2017-11-20 11:34:32.3927752	2017-11-24 19:25:21.7201901	5
186	186	1	2017-10-17 20:47:36.3246077	2017-10-02 13:22:41.7921397	2017-12-17 05:57:47.2596719	63
187	187	1	2017-10-19 19:49:55.4773952	2017-10-01 03:38:54.3426452	2017-12-12 11:27:53.2078953	93
188	188	1	2017-11-28 09:40:50.2007274	2017-11-20 04:35:14.1138139	2017-11-11 23:29:38.0269003	78
189	189	1	2017-12-18 07:16:46.5659735	2017-11-16 12:58:32.6655394	2017-10-15 18:40:18.7651053	82
190	190	1	2017-12-04 23:11:45.9421496	2017-10-10 18:30:48.0987173	2017-11-15 13:49:50.2552851	71
191	191	1	2017-10-26 18:12:35.2284024	2017-10-07 04:15:18.9079043	2017-12-17 14:18:02.5874062	45
192	192	1	2017-10-05 02:11:58.5255907	2017-10-28 04:43:58.5686238	2017-11-20 07:15:58.6116570	98
193	193	1	2017-12-23 17:17:30.9268708	2017-10-28 01:45:38.1396740	2017-12-01 10:13:45.3524773	108
194	194	1	2017-10-24 16:05:33.3462240	2017-10-05 12:23:16.0972561	2017-12-16 08:40:58.8482883	77
195	195	1	2017-12-01 17:28:51.1283315	2017-12-11 11:54:46.2273103	2017-12-21 06:20:41.3262891	97
196	196	1	2017-10-20 17:39:47.7549050	2017-10-20 18:28:12.5484847	2017-10-20 19:16:37.3420645	7
197	197	1	2017-11-01 06:45:25.6480718	2017-10-23 20:13:33.2479396	2017-10-15 09:41:40.8478074	76
198	198	1	2017-11-10 15:10:20.1633886	2017-10-15 06:17:56.1670561	2017-12-18 21:25:32.1707236	1
199	199	1	2017-10-01 09:30:13.9069343	2017-12-25 16:16:53.8543820	2017-12-19 23:03:33.8018295	27
200	200	1	2017-10-31 07:23:39.3789427	2017-11-26 02:58:48.6490341	2017-12-21 22:33:57.9191256	8
201	201	1	2017-11-11 17:49:06.5160266	2017-10-17 15:05:56.6785171	2017-12-22 12:22:46.8410077	70
202	202	1	2017-12-24 16:34:23.0356560	2017-10-12 03:33:09.0448197	2017-10-29 14:31:55.0539835	98
203	203	1	2017-12-08 19:54:21.0590971	2017-10-22 23:39:33.0436289	2017-12-06 03:24:45.0281609	23
204	204	1	2017-10-31 14:12:42.4199614	2017-10-29 12:49:36.6530773	2017-10-27 11:26:30.8861933	76
205	205	1	2017-11-29 21:39:28.8701486	2017-12-19 07:05:44.6497485	2017-10-08 16:32:00.4293483	61
206	206	1	2017-12-10 07:45:49.3965935	2017-10-17 08:43:22.6928109	2017-11-23 09:40:55.9890284	26
207	207	1	2017-10-27 23:14:12.0723568	2017-12-30 10:40:11.8834824	2017-12-02 22:06:11.6946079	33
208	208	1	2017-12-12 10:53:54.2111890	2017-10-10 10:02:05.5718429	2017-11-07 09:10:16.9324969	36
209	209	0	2017-12-05 13:57:40.8096432	2017-11-23 13:30:16.7106944	2017-11-11 13:02:52.6117457	120
210	210	1	2017-12-23 17:45:06.9970682	2017-11-03 15:56:45.3368970	2017-12-14 14:08:23.6767258	47
211	211	1	2017-10-20 03:32:18.5523959	2017-12-27 22:17:48.2412224	2017-12-05 17:03:17.9300487	87
212	212	1	2017-10-12 17:59:36.6399879	2017-11-25 15:35:55.2343228	2017-10-09 13:12:13.8286576	39
213	213	1	2017-10-26 09:58:55.1178769	2017-11-05 20:43:16.5118949	2017-11-16 07:27:37.9059130	33
214	214	1	2017-11-17 20:45:18.8486686	2017-11-01 02:53:00.5805538	2017-10-15 09:00:42.3124390	58
215	215	1	2017-12-25 18:13:04.6728616	2017-11-24 02:43:07.7122746	2017-10-23 11:13:10.7516876	70
216	216	1	2017-10-19 17:18:16.9619460	2017-12-22 09:28:32.3761634	2017-11-25 01:38:47.7903808	75
217	217	1	2017-12-04 03:10:15.7816583	2017-11-05 17:41:09.3255751	2017-10-08 08:12:02.8694919	117
218	218	1	2017-10-26 21:54:40.2398184	2017-10-12 08:19:25.8304771	2017-12-27 18:44:11.4211358	108
219	219	1	2017-11-26 02:14:38.4307383	2017-11-13 00:38:14.6922820	2017-10-30 23:01:50.9538256	37
220	220	1	2017-12-12 14:34:10.4186085	2017-11-16 06:46:48.0476249	2017-10-20 22:59:25.6766412	93
221	221	1	2017-11-26 09:59:07.4332396	2017-10-01 21:06:47.2764422	2017-11-06 08:14:27.1196450	97
222	222	0	2017-10-08 11:57:13.6802623	2017-10-28 04:56:05.6896450	2017-11-16 21:54:57.6990277	23
223	223	1	2017-12-09 11:20:42.5837573	2017-12-19 08:02:08.6817671	2017-12-29 04:43:34.7797769	112
224	224	1	2017-10-20 09:18:22.1062083	2017-10-01 05:07:33.8065728	2017-12-12 00:56:45.5069373	95
225	225	0	2017-10-08 06:37:46.3321159	2017-10-16 22:59:06.5525848	2017-10-25 15:20:26.7730538	88
226	226	0	2017-12-17 10:21:15.2890031	2017-12-09 20:14:42.7832293	2017-12-02 06:08:10.2774556	11
227	227	1	2017-10-28 15:01:52.3350425	2017-10-14 19:26:52.3177675	2017-12-30 23:51:52.3004926	70
228	228	1	2017-12-07 10:54:05.1581423	2017-10-21 11:40:20.5555619	2017-12-04 12:26:35.9529817	44
229	229	1	2017-11-07 14:59:56.2563721	2017-11-26 17:35:04.7149998	2017-12-15 20:10:13.1736274	73
230	230	0	2017-10-10 04:14:53.6741244	2017-10-25 02:51:58.3353874	2017-11-09 01:29:02.9966504	102
231	231	1	2017-11-07 05:18:09.1752049	2017-10-16 09:41:14.1817279	2017-12-24 14:04:19.1882510	24
232	232	1	2017-11-13 05:53:13.4170613	2017-10-31 02:56:08.6000530	2017-10-17 23:59:03.7830448	
233	233	1	2017-11-22 04:03:29.5760041	2017-12-30 10:53:36.9517775	2017-11-07 17:43:44.3275507	6
234	234		2017-12-01 16:32:58.2971898	2017-10-03 06:37:13.5971093	2017-11-03 20:41:28.8970290	72
235	235	1	2017-12-24 05:17:24.0631985	2017-10-09 01:59:54.5144701	2017-10-23 22:42:24.9657418	83
236	236	1	2017-11-23 16:11:11.1560595	2017-12-09 13:10:59.0002564	2017-12-25 10:10:46.8444533	6
237	237	1	2017-12-09 17:44:44.1860071	2017-12-11 12:29:38.4763933	2017-12-13 07:14:32.7667796	101
