22	1975-02-03 08:42:02.9499322	 Parsley ; Mustard ; Sesame Seed 	0	1957-12-31 06:21:54.6020534	847	738
23	2003-01-01 01:41:43.1737386	 Love	1	1971-01-30 11:15:30.9565196	992	803
24	1997-04-10 14:29:39.6472346	Olive Oil; Flour; Chicken 	1	2000-05-20 15:30:17.1356938	33	560
25	1977-05-17 18:04:27.2485103	 Parsley ; Mustard ; Sesame Seed 	1	1996-05-30 23:08:48.2260344	697	1127
26	1976-07-15 06:38:39.2832670	Olive Oil; Flour; Chicken 	1	1971-12-23 04:21:55.0330543	523	753
27	2003-12-17 01:35:18.0347692	 Parsley ; Mustard ; Sesame Seed 	1	1976-09-19 19:27:56.1786162	932	111
28	1959-01-03 02:27:56.2434702	 Love	1	2014-08-12 10:17:15.4387248	684	248
29	1968-10-21 21:32:40.4928020	 Parsley ; Mustard ; Sesame Seed 	1	1957-09-17 09:08:48.6071260	542	813
30	2002-10-09 11:24:21.8175714	 Parsley ; Mustard ; Sesame Seed 	1	1964-12-18 07:43:52.4188332	81	1034
31	2013-08-18 08:55:29.2220832	Olive Oil; Flour; Chicken 	1	1955-11-05 10:12:08.8003153	185	1017
32	1953-03-03 07:25:13.2069190	Olive Oil; Flour; Chicken 	1	2004-05-02 05:35:30.2687738	449	415
33	1982-01-20 14:16:19.2137966	 Love	1	1995-06-02 02:00:32.8856964	295	597
34	2000-09-15 13:29:25.3526546	 Love	1	2005-07-30 05:56:34.7909038	987	1121
35	1990-08-14 15:07:59.7259286	 Love	1	1993-09-11 19:21:09.4048416	639	425
36	1991-01-17 23:02:27.0440744	 Parsley ; Mustard ; Sesame Seed 	1	1999-06-19 15:53:42.7953000	760	1046
37	1963-01-29 16:49:32.3568557	 Love	0	1994-06-26 14:22:58.9722402	31	386
38	1992-07-10 07:54:18.4122598	Olive Oil; Flour; Chicken 	0	1995-05-28 15:01:27.8648472	377	23
39	1961-09-03 13:57:30.1098822	Olive Oil; Flour; Chicken 	1	1994-12-09 09:22:43.6665278	341	1288
40	2006-08-30 21:22:30.1831368	 Parsley ; Mustard ; Sesame Seed 	0	1987-06-17 19:34:31.6616050	955	868
41	1984-01-14 03:39:21.0932144	Olive Oil; Flour; Chicken 	1	2003-08-29 21:02:16.3815930	501	413
42	2011-12-01 01:39:40.1481736	Olive Oil; Flour; Chicken 	1	2001-02-17 20:05:18.6250740	713	389
43	1983-08-25 00:49:52.1014546	Olive Oil; Flour; Chicken 	1	1965-04-15 03:02:06.0350486	118	434
44	1965-01-16 07:28:22.4550578	Olive Oil; Flour; Chicken 	1	1987-01-09 22:59:07.9502438	269	978
45	1974-06-01 18:39:11.7363399	 Love	1	2012-01-30 14:06:53.7198612	904	1257
46	1980-09-26 02:45:02.8863431	Olive Oil; Flour; Chicken 	1	1957-07-20 21:01:41.4451096	792	1081
47	1988-03-19 09:56:21.4146268	 Love	1	1989-07-21 02:19:53.6676930	334	318
48	2010-09-25 08:16:58.6558176	 Love	0	2013-10-10 19:02:26.7408440	453	1261
49	1993-09-01 23:14:26.8233532	 Love	0	2012-08-24 01:03:17.7299560	145	151
50	2002-09-19 17:43:54.0170174	 Love	1	1963-08-23 18:13:13.9045556	219	557
51	1966-02-21 23:16:46.4143079	Olive Oil; Flour; Chicken 	1	1988-09-16 13:08:24.6371830	407	1019
52	1975-02-24 19:11:12.5179159	 Love	1	1997-12-12 15:28:10.9857042	717	774
53	1975-04-03 16:53:46.8869981	Olive Oil; Flour; Chicken 	1	1986-12-04 23:17:22.2483522	616	1271
54	2008-05-18 08:58:42.4505262	Olive Oil; Flour; Chicken 	1	1983-03-16 04:29:45.2226586	486	1136
55	2001-05-12 06:16:10.2784732	 Love	1	1975-07-04 22:55:23.4932032	192	973
56	1988-02-21 15:42:42.8611204	 Love	1	1977-03-20 06:15:28.5720810	876	1207
57	2014-03-14 10:34:21.2712220	Olive Oil; Flour; Chicken 	1	1973-08-14 05:06:18.6992352	824	737
58	1980-03-18 16:14:10.7845361	 Love	1	1983-05-19 17:38:56.2757636	733	219
59	1956-04-15 09:57:04.9097439	Olive Oil; Flour; Chicken 	1	1978-09-17 08:07:59.4478388	856	816
60	1985-11-22 16:29:11.4305064	Olive Oil; Flour; Chicken 	1	2013-05-28 08:10:34.1983576	673	714
61	1976-04-07 07:51:08.0397658	 Parsley ; Mustard ; Sesame Seed 	1	1979-01-05 00:14:22.3731543	619	559
62	1976-06-08 07:39:03.1027601	Olive Oil; Flour; Chicken 	1	2007-11-11 06:30:48.3644370	215	655
63	2014-05-21 04:32:18.0915540	Olive Oil; Flour; Chicken 	1	1993-06-07 17:00:57.3877008	893	98
64	1965-05-29 03:44:01.3925993	 Parsley ; Mustard ; Sesame Seed 	0	1962-07-01 15:17:54.2968339	894	1019
65	1999-06-12 20:54:08.1885858	 Love	1	1999-05-13 14:26:36.9605568	86	930
66	1962-07-01 03:17:12.6845269	 Parsley ; Mustard ; Sesame Seed 	1	1989-09-09 00:48:49.7933234	835	667
67	1973-05-31 00:09:22.1790874	 Love	1	1982-03-15 20:45:53.4299334	166	270
68	1958-04-27 20:27:26.1139917	 Love	1	1957-06-27 18:10:16.2158793	637	512
69	2006-04-10 01:07:33.4035240	 Love	1	1974-10-03 10:07:14.5400726	822	882
70	2005-03-20 09:51:50.9134988	 Parsley ; Mustard ; Sesame Seed 	1	2003-04-08 14:42:17.0852912	217	116
71	1991-05-31 05:30:16.6613418	 Parsley ; Mustard ; Sesame Seed 	1	2016-07-26 05:09:50.1802848	1000	746
72	1962-08-30 15:04:26.6402608	 Love	1	1976-09-07 13:06:48.8182699	476	1097
73	1970-10-10 23:32:54.8986147	 Love	1	1993-03-12 06:20:32.3050948	646	674
74	1957-12-08 15:17:47.9415676	 Parsley ; Mustard ; Sesame Seed 	0	1982-05-26 06:36:03.7622438	714	484
75	1965-12-25 06:14:40.8952928	 Love	1	1956-10-27 13:27:27.6252304	803	387
76	1994-01-24 02:40:27.9512422	 Parsley ; Mustard ; Sesame Seed 	1	1965-11-28 02:37:58.3752277	99	1183
77	2009-03-12 07:52:10.8484776	 Parsley ; Mustard ; Sesame Seed 	1	2010-06-18 03:19:48.5670048	723	304
78	1990-12-16 18:13:20.7186808	 Parsley ; Mustard ; Sesame Seed 	1	2001-10-21 12:16:23.0062758	710	1125
79	1975-11-10 19:50:27.9108946	Olive Oil; Flour; Chicken 	0	2006-01-20 01:23:23.4158326	123	603
80	2014-05-22 15:19:24.3621672	Olive Oil; Flour; Chicken 	1	1991-11-12 02:07:06.7809248	903	45
81	2006-01-26 20:42:17.8686402	Olive Oil; Flour; Chicken 	1	2000-03-04 02:02:01.3653612	184	435
82	2010-12-22 17:18:19.3789516	 Love	1	1980-09-10 00:25:29.4377722	470	150
83	1983-02-01 03:13:29.4201172	 Love	1	1954-12-20 09:13:57.7087688	533	96
84	1983-11-03 03:48:46.4757846	 Parsley ; Mustard ; Sesame Seed 	1	2011-10-26 14:55:34.7025704	321	255
85	1989-08-18 12:07:35.4032634	Olive Oil; Flour; Chicken 	0	1994-01-01 18:35:27.7816502	662	15
86	1991-06-25 13:44:16.7041672	 Parsley ; Mustard ; Sesame Seed 	1	1975-08-24 18:43:57.8146113	459	242
87	1995-08-31 14:31:26.3199208	Olive Oil; Flour; Chicken 	1	1970-05-30 06:18:08.0204216	830	445
88	1991-06-05 05:17:36.7632704	 Love	0	1965-03-19 21:30:47.6630378	802	761
89	2017-02-04 07:13:15.0741816	 Love	1	1983-01-27 07:01:11.2977006	786	148
90	1955-06-24 23:25:16.8648084	Olive Oil; Flour; Chicken 	1	1969-06-25 13:05:40.8327605	757	518
91	1994-08-06 12:28:05.7728526	 Parsley ; Mustard ; Sesame Seed 	1	1978-11-06 10:47:24.0960647	937	308
92	2000-08-13 00:35:21.5723196	Olive Oil; Flour; Chicken 	1	1964-02-08 20:44:02.6964764	288	167
93	1989-03-27 21:57:13.5025156	Olive Oil; Flour; Chicken 	1	1969-09-11 06:53:28.4170084	513	507
94	1993-07-12 21:28:18.6793760	 Love	1	1999-04-14 01:12:09.4681702	652	573
95	1983-05-26 13:31:22.1433712	Olive Oil; Flour; Chicken 	1	1961-06-13 19:20:09.2884507	326	309
96	1960-08-07 20:00:17.9904543	Olive Oil; Flour; Chicken 	0	2013-07-19 14:31:28.0171556	279	1058
97	2015-04-12 21:07:22.0566196	Olive Oil; Flour; Chicken 	1	1960-09-13 03:04:21.2373731	814	290
98	1971-03-29 21:05:50.7088553	 Parsley ; Mustard ; Sesame Seed 	1	1955-10-16 11:44:11.7382147	216	716
99	1983-05-07 10:34:14.2664720	 Parsley ; Mustard ; Sesame Seed 	1	2005-05-30 08:32:30.9896868	179	47
100	1964-12-02 15:21:59.0518130	Olive Oil; Flour; Chicken 	1	1975-05-24 13:18:03.9265376	65	590
101	1960-04-29 02:35:40.7072558	 Parsley ; Mustard ; Sesame Seed 	1	1993-02-05 00:15:48.0151762	612	810
102	1982-11-23 13:28:55.3006350	Olive Oil; Flour; Chicken 	0	1985-01-24 08:09:37.4518136	685	1107
103	1957-06-18 07:09:25.2522937	 Love	1	1992-01-09 08:55:12.2007714	618	379
104	2006-03-15 13:22:35.9098542	Olive Oil; Flour; Chicken 	1	1962-05-19 10:21:00.6446648	927	35
105	1964-04-22 12:13:37.3556756	 Parsley ; Mustard ; Sesame Seed 	0	1964-10-28 13:03:23.7242706	218	1111
106	1956-06-25 08:12:19.7740471	 Parsley ; Mustard ; Sesame Seed 	0	1965-01-10 00:01:35.8189130	928	1223
107	1957-05-17 19:38:17.6193012	Olive Oil; Flour; Chicken 	1	1957-10-03 09:07:38.6806092	63	100
108	1970-04-27 01:35:58.9454305	 Parsley ; Mustard ; Sesame Seed 	0	1957-07-12 16:41:18.4861084	897	786
109	1995-05-26 02:44:01.5552334	Olive Oil; Flour; Chicken 	0	1979-05-20 15:02:17.5974281	667	749
110	1960-04-19 03:35:42.3272312	 Parsley ; Mustard ; Sesame Seed 	0	1962-08-07 20:17:25.1179755	91	1091
111	1996-09-11 07:50:32.0126426	Olive Oil; Flour; Chicken 	0	1984-07-03 02:55:40.0050764	144	903
112	1976-03-29 16:21:00.5525410	 Parsley ; Mustard ; Sesame Seed 	1	1989-07-24 16:49:55.6929594	105	913
113	1957-05-09 20:23:42.8736414	 Parsley ; Mustard ; Sesame Seed 	1	1995-01-28 16:15:32.8599310	596	917
114	1959-08-25 18:37:40.5475767	Olive Oil; Flour; Chicken 	0	2004-08-06 06:00:52.6669142	952	771
115	1997-07-27 19:46:53.5618660	Olive Oil; Flour; Chicken 	1	1966-03-27 06:08:32.8329961	481	279
116	1983-01-15 14:32:48.6608140	 Parsley ; Mustard ; Sesame Seed 	0	2016-01-25 23:48:52.9353820	146	408
117	2011-02-06 04:25:33.6826428	Olive Oil; Flour; Chicken 	1	2005-11-22 21:16:50.6556682	668	559
118	1983-07-20 00:43:31.6157694	 Parsley ; Mustard ; Sesame Seed 	1	1999-05-14 02:05:22.6851306	560	1143
119	1993-07-11 15:36:25.9893360	Olive Oil; Flour; Chicken 	0	1986-03-30 20:42:26.5151836	225	1004
120	1960-12-19 07:09:51.4844186	Olive Oil; Flour; Chicken 	1	1976-09-19 19:42:39.1459455	604	687
121	1984-07-31 12:45:46.3646060	 Parsley ; Mustard ; Sesame Seed 	1	1972-04-12 18:30:41.7729018	5	222
122	1999-09-26 18:51:45.4158170	 Love	1	1969-12-27 23:15:05.7668956	357	810
123	1958-12-22 13:14:11.0398103	 Love	1	1992-03-01 11:09:04.9181788	848	364
124	2003-10-18 01:42:16.5387154	 Love	0	1958-04-10 21:01:33.7073121	59	363
125	1963-08-15 21:23:45.1406462	 Love	1	1977-06-03 03:54:52.9892263	278	1109
126	2008-07-18 04:54:55.0890222	Olive Oil; Flour; Chicken 	1	2005-06-18 08:25:47.4838084	698	579
127	1991-03-05 17:07:13.1377450	 Love	0	1959-12-29 06:13:20.4012614	958	590
128	1994-12-30 02:04:36.2192388	 Love	0	2011-08-30 05:08:22.8369244	988	100
129	1992-04-15 01:46:25.7981966	 Parsley ; Mustard ; Sesame Seed 	1	1973-12-13 11:15:54.4737930	381	175
130	1958-05-20 10:14:22.9048385	 Love	1	1961-01-08 22:55:59.6080747	512	630
131	1996-07-14 05:33:05.8946222	 Parsley ; Mustard ; Sesame Seed 	1	1958-03-17 23:33:37.1378545	275	892
132	1990-12-15 10:46:20.1396222	Olive Oil; Flour; Chicken 	1	2007-09-03 15:35:36.8287900	497	888
133	1960-08-12 07:39:06.4522087	Olive Oil; Flour; Chicken 	1	2014-02-22 03:43:52.0165892	522	1078
134	1963-12-10 04:28:28.8590816	 Love	1	1983-08-30 12:05:19.4892952	54	12
135	2007-01-24 12:43:43.6549114	 Parsley ; Mustard ; Sesame Seed 	1	2016-07-07 01:51:18.7657484	276	535
136	1976-03-06 07:13:22.5680052	 Love	1	1968-02-09 17:52:23.9135479	488	629
137	2006-07-07 10:08:54.1266578		0	2006-06-02 15:30:17.2370008	843	1072
138	1994-08-19 13:50:53.5102630	 Love	0	2010-05-03 22:52:57.0641040	601	61
139	1972-07-13 15:35:09.1201090	 Love	0	1999-12-30 01:52:10.9782998	102	444
140	1986-02-24 03:55:15.6292162	Olive Oil; Flour; Chicken 	1	1981-12-23 18:33:51.9627372	739	92
141	1987-02-08 18:05:59.0848660	 Love	1	1970-11-22 09:36:19.1340021	394	142
142	1978-05-07 12:55:27.3744904	 Parsley ; Mustard ; Sesame Seed 	0	1965-11-18 13:36:49.5343132	931	959
143	2013-10-11 02:33:35.2080372	 Parsley ; Mustard ; Sesame Seed 	1	2003-08-01 06:28:30.0656096	129	12
144	2009-10-19 03:37:32.7469504	 Parsley ; Mustard ; Sesame Seed 	0	1973-06-22 10:43:46.1797251	692	358
145	1976-07-13 15:34:44.8521658	 Parsley ; Mustard ; Sesame Seed 	1	2002-09-23 10:10:00.8276842	602	916
146	1971-05-10 20:07:05.2203117	 Love	0	2007-01-13 17:57:28.4031054	827	696
147	1996-04-06 04:11:38.6986782	Olive Oil; Flour; Chicken 	1	1986-10-12 04:28:29.8365456	677	551
148	1982-08-04 03:19:32.9549390	 Parsley ; Mustard ; Sesame Seed 	1	1982-11-06 00:52:35.7500942	556	1036
149	2013-09-16 01:41:25.1175096	Olive Oil; Flour; Chicken 	1	1986-01-18 19:03:36.6351742	169	293
150	1953-05-11 22:58:33.4825570	 Love	1	1963-02-17 19:31:16.3530686	181	1201
151	1967-04-02 15:34:44.3078115	 Parsley ; Mustard ; Sesame Seed 	1	1960-08-27 17:14:37.3614874	594	499
152	1984-09-24 20:23:50.4408506	 Love	1	1979-02-01 00:58:58.5522426	247	448
153	1995-06-19 05:29:24.7195194	 Parsley ; Mustard ; Sesame Seed 	0	1987-04-18 15:01:45.2230312	997	1013
154	1975-05-20 03:24:22.7820533	Olive Oil; Flour; Chicken 	1	1981-09-10 12:49:51.8437412	555	661
155	1998-02-02 02:36:12.6872070	 Parsley ; Mustard ; Sesame Seed 	0	1956-02-11 18:47:22.1536358	60	367
156	1978-05-04 07:43:55.2914388	 Love	1	1976-02-10 01:00:42.2482806	259	0
157	1976-12-03 00:14:44.2608247	 Love	1	2010-08-25 21:00:32.5336344	840	742
158	1971-06-02 05:27:08.7135782	Olive Oil; Flour; Chicken 	1	1986-10-01 11:53:38.4934592	554	16
159	1995-08-01 15:58:50.7692080	Olive Oil; Flour; Chicken 	1	2002-09-16 06:26:07.6554386	635	226
160	1973-07-06 07:18:42.2666535	 Parsley ; Mustard ; Sesame Seed 	1	1977-02-10 04:37:36.2404621	504	532
161	1983-01-21 15:05:06.6363022	 Parsley ; Mustard ; Sesame Seed 	0	1958-01-13 17:48:15.4176516	967	633
162	1980-02-17 17:33:41.4000624	 Love	1	1963-11-05 03:59:15.8436848	75	1300
163	1995-10-12 23:49:33.1472340	 Parsley ; Mustard ; Sesame Seed 	1	2001-04-30 05:25:24.0123154	499	611
164	1990-01-06 16:29:38.6503948	Olive Oil; Flour; Chicken 	1	1971-05-12 16:06:17.9893534	153	118
165	1981-07-06 22:02:36.4326089	 Parsley ; Mustard ; Sesame Seed 	1	1957-05-23 20:43:47.9801209	807	198
166	1958-09-28 21:04:11.8730204	 Love	1	1994-07-31 11:20:03.1762866	631	14
167	1968-08-18 08:41:54.1003322	Olive Oil; Flour; Chicken 	1	1993-03-02 13:06:03.6763704	565	1135
168	2011-03-01 15:55:14.0145600	 Parsley ; Mustard ; Sesame Seed 	1	1964-06-01 04:10:13.3706356	539	904
169	1970-05-02 05:53:56.8926654	 Parsley ; Mustard ; Sesame Seed 	1	2005-10-31 04:09:33.9011656	664	236
170	1974-05-24 12:33:30.9938608	 Parsley ; Mustard ; Sesame Seed 	1	2015-11-16 12:16:08.9194480	993	951
171	1994-04-11 04:23:54.5341562	Olive Oil; Flour; Chicken 	0	1962-08-26 08:18:35.6983813	299	637
172	1969-06-20 14:34:40.1723800	 Love	1	2013-04-21 22:23:53.5915644	61	497
173	1964-01-07 09:08:22.4956603	 Parsley ; Mustard ; Sesame Seed 	1	2017-02-13 00:13:11.7068308	447	698
174	1960-05-18 11:41:10.3601198	 Parsley ; Mustard ; Sesame Seed 	1	1957-04-08 02:08:34.5524463	465	911
175	1991-08-11 13:03:52.3995526	 Parsley ; Mustard ; Sesame Seed 	0	1958-10-30 10:06:20.0119435	211	545
176	1959-03-27 23:50:18.9901155	 Love	1	1959-05-27 04:53:52.2385885	70	564
177	2003-09-16 16:18:10.2077800	 Love	0	1984-02-27 16:46:35.7012860	230	797
178	1966-12-04 09:36:38.2928601	 Parsley ; Mustard ; Sesame Seed 	0	1971-09-11 00:25:18.7384538	149	5
179	1980-04-06 10:07:31.6865498	 Parsley ; Mustard ; Sesame Seed 	1	1973-04-18 10:51:32.8796279	432	748
180	2010-01-06 01:16:39.9203346	Olive Oil; Flour; Chicken 	1	1988-02-19 09:57:24.5861208	436	412
181	1965-04-14 00:43:16.3903439	 Love	0	1971-09-08 03:57:17.6472629	18	27
182	1961-08-02 13:47:40.1828061	 Parsley ; Mustard ; Sesame Seed 	1	1994-11-23 05:20:44.6511670	382	854
183	1999-01-14 00:23:11.1017290	 Parsley ; Mustard ; Sesame Seed 	1	1978-08-12 10:04:46.2017502	811	1108
184	1991-12-06 02:47:52.3156394	 Love	1	1963-10-27 15:44:38.1207244	200	274
185	2008-11-17 18:39:38.5970270	Olive Oil; Flour; Chicken 	0	1953-05-15 05:41:22.2465872	912	131
186	1964-10-20 09:09:15.4537718	 Love	0	1996-11-14 22:34:38.5856118	27	443
187	2013-03-29 05:16:55.4201032	Olive Oil; Flour; Chicken 	1	1973-05-19 00:33:51.6057587	500	1176
188	2002-12-25 04:14:43.6701552	 Love	1	1985-06-14 14:54:00.1728476	960	417
189	1983-08-08 01:52:16.1718746	 Love	1	1980-07-19 17:17:57.3356593	990	946
190	1981-09-23 04:59:48.3634726	Olive Oil; Flour; Chicken 	1	1993-05-29 00:50:36.5174682	15	534
191	2017-01-02 06:58:38.3071804	 Love	1	1975-03-17 20:51:51.3799132	648	1187
192	1988-02-06 04:41:45.4130798	 Love	1	1972-09-02 03:36:38.7435417	280	1055
193	2016-10-18 21:52:02.7410548	 Love	1	1960-08-18 16:26:49.4086654	963	1135
194	2016-10-08 08:16:26.8534556	 Parsley ; Mustard ; Sesame Seed 	1	1975-11-19 21:14:34.7378378	579	1213
195	1956-02-04 12:50:08.9929140	 Love	1	1976-12-11 00:45:36.5450857	767	760
196	1959-12-24 00:32:17.6848036		1	1960-01-19 05:37:03.2903172	322	142
197	2000-04-25 13:05:54.2272564	Olive Oil; Flour; Chicken 	1	1982-04-21 08:11:25.5219978	410	347
198	1976-10-05 10:03:56.5576421	Olive Oil; Flour; Chicken 	1	1985-03-22 14:22:12.0762562	970	1194
199	1981-04-15 05:34:56.3143413	 Parsley ; Mustard ; Sesame Seed 	1	1969-01-30 13:59:58.1996041	880	159
200	1970-10-16 18:30:32.9791454	Olive Oil; Flour; Chicken 	0	1961-02-23 22:49:57.6513977	968	901
201	1955-09-23 11:25:11.1199794	 Parsley ; Mustard ; Sesame Seed 	1	1966-11-14 04:51:24.7267351	252	861
202	2002-11-06 12:16:24.6841182	 Parsley ; Mustard ; Sesame Seed 	1	1975-05-14 00:18:16.4659099	130	948
203	1965-04-04 21:25:36.0622735	 Love	1	1994-10-06 20:43:01.8489288	889	800
204	1992-04-25 13:07:54.1236490		1	1987-12-04 06:47:27.7157258	175	642
205	1976-10-31 18:34:38.9484008	 Love	1	1953-06-25 11:12:40.6546873	874	564
206	2015-07-14 01:00:04.1354316	 Love	1	1965-02-05 18:50:43.7699231	534	1
207	1973-09-19 11:15:27.9451902	 Parsley ; Mustard ; Sesame Seed 	1	1979-09-19 00:45:46.8454120	776	1050
208	1988-02-01 17:48:14.3593994	 Parsley ; Mustard ; Sesame Seed 	1	1983-01-11 12:53:10.6705848	502	101
209	2001-07-09 14:20:30.3825008	 Parsley ; Mustard ; Sesame Seed 	1	1975-11-13 02:43:31.8317978	348	115
210	1991-11-09 02:45:53.6970916	Olive Oil; Flour; Chicken 	1	2014-06-18 13:53:29.9150472	986	1104
211	1992-05-18 15:25:45.0836588	 Love	1	2009-09-13 08:14:06.5469946	34	503
212	1962-12-31 14:38:05.9679646	 Parsley ; Mustard ; Sesame Seed 	1	1991-12-16 20:35:13.7951808	686	737
213	2008-11-25 19:19:37.0270286	Olive Oil; Flour; Chicken 	1	1966-06-16 01:02:05.6138312	119	569
214	2003-04-26 14:42:10.8488734	 Parsley ; Mustard ; Sesame Seed 	1	1967-07-29 20:28:43.0693177	194	1115
215	1961-03-25 06:35:25.8763096	 Parsley ; Mustard ; Sesame Seed 	1	1958-06-06 00:40:18.5931991	483	505
216	1974-06-22 01:17:26.4534961	 Love	1	1980-11-21 12:27:30.7664845	573	1080
217	1998-11-04 17:10:30.2983334	 Parsley ; Mustard ; Sesame Seed 	1	2002-12-24 17:54:29.6419346	260	192
218	1956-11-07 21:01:40.8315945	 Love	1	1990-07-05 13:40:45.8915910	310	337
219	1998-11-19 21:50:00.0533680	Olive Oil; Flour; Chicken 	1	1970-12-29 10:24:55.7427661	241	1288
220	1969-09-17 12:53:20.9788372	 Parsley ; Mustard ; Sesame Seed 	1	1978-04-08 22:09:09.3945091	777	1056
221	1963-04-02 15:47:16.4529174	 Love	0	1974-03-15 10:46:11.5705277	131	139
222	1983-05-26 04:27:10.4301770	 Parsley ; Mustard ; Sesame Seed 	0	1960-09-18 22:12:03.5035225	605	718
223	1980-07-25 14:02:57.8426853	 Love	1	2001-08-13 10:52:16.0349762	549	1258
224	2006-05-10 00:54:08.5291928	 Parsley ; Mustard ; Sesame Seed 	1	1965-06-05 03:18:57.3836975	650	1002
225	1975-02-20 05:34:52.6866804	 Love	1	1993-09-01 15:24:17.5395350	339	1065
226	1959-03-06 23:42:09.1210765	 Parsley ; Mustard ; Sesame Seed 	0	2007-09-24 04:41:56.9548396	22	882
227	1970-06-02 16:42:37.4313250	 Parsley ; Mustard ; Sesame Seed 	0	2005-09-04 05:57:04.1828988	96	663
228	1964-12-30 00:51:55.6422048	 Parsley ; Mustard ; Sesame Seed 	1	1994-03-28 02:58:36.9689928	871	786
229	1957-04-14 22:51:01.3672058	Olive Oil; Flour; Chicken 	1	1998-01-27 01:22:58.0073606	707	150
230	1984-08-19 12:31:34.7147490	Olive Oil; Flour; Chicken 	0	2016-07-12 04:29:16.7216264	885	402
231	1976-09-01 10:44:24.7628592	 Love	0	1994-11-05 20:42:26.7165906	643	216
232	1979-12-13 06:14:13.6501378	Olive Oil; Flour; Chicken 	1	2016-09-07 02:24:23.6250296	254	904
233	2003-05-22 04:01:41.9785190	 Parsley ; Mustard ; Sesame Seed 	1	1955-08-12 10:25:20.5388497	264	1147
234	1962-06-22 15:36:58.7074044	Olive Oil; Flour; Chicken 	0	1965-02-23 12:01:35.2282302	458	1147
235	2007-04-16 13:51:28.8003552	Olive Oil; Flour; Chicken 	1	1974-04-08 05:05:59.8593857	195	852
236	1980-03-08 12:26:51.7062256	Olive Oil; Flour; Chicken 	1	2014-01-26 03:39:01.1813528	882	379
237	2014-01-28 16:22:04.1205328	 Parsley ; Mustard ; Sesame Seed 	0	1953-02-17 08:37:42.8022383	478	53
238	1959-09-21 11:15:16.9780800	Olive Oil; Flour; Chicken 	1	2008-06-09 03:17:18.4860244	628	465
239	1968-02-05 08:13:13.3672387	 Parsley ; Mustard ; Sesame Seed 	0	1963-05-05 04:31:57.4660371	319	1011
240	2011-02-05 17:39:34.4615956	 Love	1	2006-01-07 10:50:38.4766642	365	129
241	2008-10-31 21:53:47.5085818	 Parsley ; Mustard ; Sesame Seed 	1	1970-02-27 21:48:51.7401998	242	694
242	1978-02-26 11:28:41.0607036	 Parsley ; Mustard ; Sesame Seed 	1	2008-02-06 11:40:40.9351740	994	1074
243	1954-06-18 13:54:13.2876545	 Parsley ; Mustard ; Sesame Seed 	1	1962-08-03 12:10:28.3410499	599	301
244	2009-06-29 23:06:22.4747832	 Love	1	1983-11-02 03:24:27.4206120	2	1143
245	2007-02-05 13:34:03.2798136	 Love	1	2001-06-15 16:36:29.9704736	976	30
246	2007-01-03 16:20:32.3392158	Olive Oil; Flour; Chicken 	1	2000-12-31 00:16:37.5847324	951	450
247	1996-12-11 09:22:08.3860512	Olive Oil; Flour; Chicken 	0	1959-03-21 02:34:33.1297104	155	486
