49	799	147		2017-11-25 21:40:01.2117958
50	770	222		2017-11-09 09:22:31.2375869
51	423	411		2017-12-13 17:19:54.7758593
52	903	719		2017-11-20 14:25:56.4353693
53	754	620		2017-12-24 06:59:35.7604195
54	437	488		2017-11-18 17:43:54.6216007
55	811	195		2017-10-07 00:32:29.1454535
56	92	879		2017-11-12 05:26:51.7075952
57	352	826		2017-10-12 02:45:54.6490879
58	963	736		2017-10-19 07:00:17.6707534
59	285	859		2017-12-06 22:05:20.2597229
60	674	680		2017-10-29 20:13:04.0447183
61	698	625		2017-11-26 22:00:14.7677567
62	201	219		2017-10-18 18:21:13.6461097
63	789	896		2017-11-21 04:54:47.7405607
64	79	897		2017-10-16 00:51:35.8616643
65	226	87		2017-10-20 05:03:23.0224169
66	545	839		2017-10-09 23:49:49.5378914
67	920	171		2017-10-04 10:33:59.6455897
68	253	645		2017-12-17 05:42:38.4398574
69	184	827		2017-12-19 17:23:00.6983271
70	433	220		2017-11-27 11:57:06.0657392
71	77	1000		2017-12-07 17:03:40.2715489
72	71	482		2017-11-26 15:45:54.9619090
73	245	653		2017-11-13 20:29:06.9702140
74	911	720		2017-10-13 09:33:05.1026263
75	805	810		2017-10-04 19:17:35.7359944
76	68	101		2017-11-29 18:22:29.6543477
77	327	730		2017-10-11 11:05:54.5425869
78	12	52		2017-10-28 16:22:41.2705624
79	854	126		2017-10-09 15:34:46.4971779
80	932	906		2017-12-25 12:25:00.2110749
81	318	190		2017-12-18 20:23:56.5070417
82	937	477		2017-11-21 16:43:44.2452455
83	995	541		2017-11-16 07:18:01.4988199
84	304	326		2017-12-22 04:11:37.0489990
85	84	672		2017-12-19 01:34:56.8500924
86	760	469		2017-10-17 17:24:03.4402921
87	18	834		2017-10-04 10:39:29.7993412
88	578	75		2017-12-23 17:11:29.5905485
89	880	794		2017-11-03 10:08:32.0296142
90	617	765		2017-12-03 01:56:57.3454854
91	549	938		2017-11-21 21:48:56.8643724
92	244	295		2017-11-24 19:07:10.4620169
93	736	523		2017-10-08 09:19:10.0196076
94	271	664		2017-11-09 14:16:44.8086689
95	771	333		2017-11-12 05:11:07.1323520
96	612	287		2017-11-26 14:25:54.6546508
97	970	821		2017-10-23 13:11:27.4061373
98	572	223		2017-12-30 21:16:46.6298201
99	495	187		2017-10-26 00:19:33.8702377
100	353	69		2017-12-03 09:09:25.7183711
101	432	61		2017-12-15 12:57:33.5717943
102	281	694		2017-11-26 15:41:33.7195520
103	949	631		2017-12-06 04:56:00.6136316
104	436	928		2017-12-29 09:42:55.1460567
105	897	50		2017-12-02 16:18:50.9660381
106	540	929		2017-10-18 01:33:59.8139503
107	335	67		2017-10-07 17:56:49.4651552
108	11	901		2017-12-11 21:26:30.6577932
109	796	679		2017-11-14 22:26:18.8856063
110	795	94		2017-11-07 06:09:59.4911059
111	180	150		2017-11-01 18:20:57.1650082
112	562	107		2017-12-14 10:23:13.3785255
113	234	610		2017-10-10 15:25:31.1735754
114	52	954		2017-12-12 09:40:20.0486480
115	603	491		2017-11-10 23:49:07.5376767
116	56	149		2017-10-06 05:16:30.5225112
117	297	19		2017-12-02 11:03:12.1472899
118	206	570		2017-11-30 00:43:10.6915617
119	372	226		2017-10-27 23:16:39.0115720
120	489	619		2017-10-03 11:39:19.5821248
121	485	6		2017-10-06 13:10:19.7385502
122	46	361		2017-10-11 17:22:30.0550412
123	134	851		2017-11-13 19:34:06.4102432
124	218	63		2017-10-17 15:26:03.3528416
125	446	282		2017-10-06 14:08:09.2013667
126	850	705		2017-10-13 21:56:29.8095320
127	532	959		2017-11-19 06:26:44.9423013
128	861	34		2017-10-05 06:12:22.1615451
129	120	388		2017-12-01 04:21:57.9702743
130	158	93		2017-11-08 04:51:41.0813437
131	793	281		2017-11-07 05:11:02.2482103
132	463	507		2017-10-11 13:49:07.9127668
133	673	532		2017-10-03 16:03:07.4003247
134	933	58		2017-11-06 06:25:20.7788068
135	846	131		2017-10-10 23:27:26.6392806
136	171	497		2017-10-23 04:42:22.7874897
137	199	847		2017-12-16 11:47:43.6316140
138	715	614		2017-11-17 21:35:06.3527633
139	269	105		2017-10-20 11:52:46.0829609
140	243	743		2017-12-02 00:00:57.0361421
141	797	402		2017-10-10 23:27:13.9751368
142	32	934		2017-10-23 13:12:59.1415481
143	846	131		2017-11-08 18:45:10.7049422
144	467	25		2017-12-27 03:58:32.5385083
145	563	616		2017-11-01 07:36:00.1804771
146	820	831		2017-12-08 11:25:43.4858469
147	952	686		2017-11-15 03:41:39.2884415
148	730	118		2017-10-26 23:38:49.9709597
149	197	173		2017-12-29 14:27:37.2709923
150	530	185		2017-11-06 23:54:36.6098408
151	241	113		2017-12-25 03:22:42.5073609
152	931	251		2017-11-23 12:28:16.7145756
153	873	998		2017-12-03 22:00:07.6182481
154	864	569		2017-10-23 12:40:14.2881129
155	746	64		2017-11-27 19:59:05.9798209
156	875	264		2017-12-04 19:35:03.5167531
157	922	843		2017-10-13 20:07:27.3093087
158	403	154		2017-11-19 13:29:57.2607899
159	413	646		2017-12-23 19:34:45.9446899
160	886	517		2017-11-19 18:22:21.1565061
161	57	971		2017-11-28 19:07:14.8716490
162	465	78		2017-10-03 11:44:27.3036101
163	512	513		2017-10-11 17:04:32.6875189
164	595	156		2017-10-07 17:34:37.8042626
165	544	814		2017-10-01 00:58:57.2428955
166	504	35		2017-10-22 04:31:49.2522414
167	366	576		2017-12-11 18:20:05.9782008
168	7	553		2017-12-04 09:00:10.3947686
169	852	673		2017-12-02 10:12:53.4093674
170	222	995		2017-10-19 19:06:44.7501869
171	823	302		2017-10-20 17:28:46.8908972
172	654	65		2017-10-15 13:28:05.7945265
173	65	466		2017-11-10 12:50:24.6086008
174	483	484		2017-11-25 23:15:41.9754299
175	870	217		2017-12-23 12:12:05.6069880
176	346	72		2017-12-13 23:57:20.5970022
177	313	231		2017-12-02 22:37:19.3500991
178	322	151		2017-11-17 15:35:33.8717350
179	569	447		2017-12-16 07:50:03.1723646
180	211	452		2017-10-29 02:42:25.7155198
181	775	20		2017-11-28 18:14:50.5210905
182	594	389		2017-10-24 06:47:54.9713415
183	289	21		2017-10-06 15:44:44.8905529
184	625	203		2017-10-25 04:27:21.3604334
185	142	914		2017-11-14 01:28:58.5739828
186	430	30		2017-12-14 16:42:45.5336348
187	585	510		2017-11-07 15:49:00.2945188
188	985	963		2017-12-11 03:22:53.1122119
189	929	994		2017-12-09 10:26:14.7989860
190	802	17		2017-11-06 03:52:23.1225275
191	2	654		2017-10-10 08:34:55.4781810
192	49	279		2017-10-27 22:17:46.3708241
193	767	968		2017-11-25 02:00:20.4080735
194	843	588		2017-11-30 17:30:24.9264549
195	960	773		2017-10-04 04:53:42.1644930
196	117	325		2017-10-08 11:42:46.6715267
197	376	421		2017-10-12 20:08:26.4540291
198	982	975		2017-11-02 01:10:32.9006796
199	414	886		2017-12-27 02:59:35.2956128
200	20	973		2017-10-11 03:04:10.9282357
201	443	256		2017-12-27 17:05:37.5076462
202	55	133		2017-12-11 18:41:28.8936729
203	731	898		2017-11-24 13:25:56.5615924
204	111	179		2017-12-10 19:20:52.5208053
205	725	883		2017-10-18 06:25:49.7189436
206	378	545		2017-12-10 13:54:36.7128343
207	576	786		2017-10-13 23:37:52.1059748
208	790	515		2017-10-08 22:44:25.6428181
209	777	353		2017-10-31 00:28:08.6811249
210	147	23		2017-12-14 20:01:45.3828188
211	861	34		2017-10-02 20:57:44.1666540
212	913	692		2017-11-26 04:31:53.4375738
213	801	122		2017-12-04 05:39:54.0884253
214	480	55		2017-11-25 16:52:20.2291700
215	580	136		2017-12-22 00:07:30.6354156
216	291	582		2017-11-05 12:19:19.9003074
217	665	262		2017-12-27 19:59:42.4130573
218	333	311		2017-12-17 12:37:11.3270855
219	983	243		2017-11-23 16:05:39.2302798
220	261	785		2017-10-17 08:16:11.7092608
221	159	134		2017-12-14 12:42:48.9577227
222	566	613		2017-10-01 14:57:12.8659889
223	653	560		2017-12-25 22:33:55.5957827
224	573	656		2017-10-27 06:20:30.2868398
225	944	342		2017-10-10 10:31:49.2720059
226	686	24		2017-12-23 19:11:00.5200732
227	729	98		2017-11-20 11:27:45.3864531
228	219	878		2017-12-10 19:19:59.6821460
229	798	711		2017-11-22 18:21:59.8109369
230	217	893		2017-12-16 00:29:18.9354613
231	515	652		2017-12-02 03:48:54.1429730
232	274	201		2017-10-31 21:26:46.4494194
233	623	265		2017-11-21 12:35:58.5761222
234	542	475		2017-12-06 04:45:52.2441288
235	279	196		2017-11-01 09:36:48.2078737
236	144	888		2017-12-17 23:33:21.6274177
237	447	492		2017-11-29 17:21:58.4097492
238	307	638		2017-10-26 20:23:52.3697477
239	388	320		2017-10-07 22:01:31.6414898
240	338	369		2017-12-04 11:34:21.8611485
241	565	245		2017-12-01 17:04:53.4276599
242	22	18		2017-10-30 17:04:34.6517006
243	724	611		2017-11-11 02:54:44.4310869
244	123	2		2017-12-25 14:24:29.4161672
245	529	984		2017-11-04 06:54:38.9558735
246	779	962		2017-11-14 04:03:02.0406073
247	693	158		2017-11-23 16:37:52.2823988
248	811	195		2017-12-30 09:08:00.1789035
249	681	92		2017-12-09 17:22:54.2910394
250	185	191		2017-11-28 16:34:22.2641856
251	468	124		2017-10-11 15:43:04.2584694
252	316	111		2017-10-26 07:31:15.1269437
253	669	733		2017-12-09 09:04:53.6703998
254	786	102		2017-12-10 18:43:23.5863520
255	976	840		2017-10-27 14:21:21.9705131
256	160	166		2017-12-27 02:08:24.6416572
257	783	573		2017-12-16 20:07:33.2978902
258	695	242		2017-10-29 07:05:26.2747526
259	385	838		2017-12-01 08:49:03.2487993
260	104	860		2017-10-25 11:14:49.1988704
261	679	448		2017-10-21 02:26:51.3263812
262	902	45		2017-11-03 04:17:52.4238289
263	256	804		2017-11-16 04:22:25.8318813
264	348	461		2017-11-14 23:58:49.7456637
265	819	341		2017-10-13 16:12:51.2398458
266	588	779		2017-12-01 23:30:57.7172346
267	667	427		2017-10-05 15:55:54.8614515
268	170	648		2017-12-29 00:54:01.8442965
269	164	71		2017-10-25 07:15:32.0212962
270	196	609		2017-10-05 00:34:09.0079978
271	751	90		2017-12-06 18:57:21.4905583
272	328	624		2017-12-01 23:35:50.0433096
273	867	991		2017-12-10 14:35:39.6855957
274	965	874		2017-12-20 04:31:17.3691313
275	734	540		2017-11-15 15:11:18.2816009
276	513	138		2017-11-14 19:38:14.3060221
277	150	244		2017-11-20 12:02:28.4349021
278	604	558		2017-10-01 08:09:26.1796155
279	993	169		2017-12-22 23:25:51.3309663
280	592	380		2017-11-26 06:28:47.2313987
281	825	867		2017-10-31 02:33:08.2376743
282	834	84		2017-11-21 02:19:45.2075497
283	476	787		2017-10-02 01:57:05.3911065
284	646	520		2017-12-25 01:47:37.5467513
285	784	830		2017-12-05 08:46:14.6769918
286	133	542		2017-11-06 20:17:39.0160293
287	435	130		2017-11-22 12:21:52.7790196
288	198	163		2017-12-11 17:52:34.9897702
289	621	635		2017-11-09 14:24:30.2736157
290	851	554		2017-11-05 07:28:23.5662165
291	775	20		2017-10-02 03:25:48.3295274
292	383	250		2017-11-01 10:16:32.1349966
293	966	801		2017-11-25 11:34:49.1209484
294	875	264		2017-12-13 10:46:42.4426194
295	975	922		2017-11-14 09:07:30.5347673
296	987	47		2017-10-29 12:47:01.0038310
297	506	193		2017-12-14 12:42:08.8198193
298	369	178		2017-12-27 02:55:54.6854233
299	626	662		2017-12-12 22:11:38.1763214
300	694	206		2017-12-03 07:23:41.2386390
301	16	535		2017-11-09 12:07:07.1791557
302	495	187		2017-11-25 15:43:50.4381023
303	14	774		2017-12-06 01:52:28.1576072
304	613	483		2017-12-05 16:48:45.2830415
305	406	254		2017-12-22 21:37:00.7736274
306	564	439		2017-11-09 16:07:14.2151599
307	15	120		2017-11-15 16:55:35.4413480
308	584	260		2017-12-20 04:33:36.3012686
309	589	563		2017-10-26 03:32:05.3047510
310	186	703		2017-12-12 18:43:07.6644911
311	705	641		2017-11-06 14:05:56.2067551
312	257	16		2017-12-16 11:58:07.1182747
313	294	148		2017-11-06 07:39:34.9437863
314	652	48		2017-10-06 02:20:16.0174006
315	58	189		2017-12-25 08:41:40.9611961
316	141	123		2017-11-30 00:07:06.1188316
317	794	121		2017-11-02 02:20:47.0327223
318	315	284		2017-11-22 02:34:48.2851301
319	50	103		2017-12-10 15:12:35.0686719
320	732	800		2017-12-06 19:55:12.2238166
321	841	232		2017-10-10 11:09:04.9382149
322	595	156		2017-10-24 22:03:19.8716813
323	305	13		2017-11-19 10:29:31.5706807
324	938	446		2017-12-19 23:47:08.4550798
325	681	92		2017-10-03 21:08:20.6784704
326	923	255		2017-11-05 08:40:49.3555617
327	829	824		2017-10-07 12:01:00.9223612
328	633	531		2017-12-28 03:48:57.2429763
329	221	952		2017-11-05 19:23:46.8343640
330	272	184		2017-10-18 02:24:17.2777699
331	809	946		2017-12-01 06:56:05.4862029
332	908	852		2017-11-24 09:06:33.7494788
333	746	64		2017-10-19 09:57:48.0032942
334	590	467		2017-10-20 16:02:10.0923273
335	153	845		2017-10-17 18:21:40.0522429
336	986	357		2017-12-05 10:49:17.7995720
337	531	552		2017-12-16 00:27:17.0499425
338	302	305		2017-10-27 09:08:20.1080651
339	606	419		2017-10-03 04:10:36.7731238
340	407	391		2017-10-26 16:39:00.4618319
341	331	422		2017-12-22 03:22:03.5746813
342	648	663		2017-12-03 07:48:16.4777511
343	235	601		2017-11-16 14:20:29.6850192
344	601	932		2017-11-27 19:41:22.6091247
345	228	913		2017-12-29 17:22:27.3594615
346	110	300		2017-10-16 15:27:41.2112528
347	213	681		2017-12-26 02:36:57.1912103
348	719	343		2017-11-20 09:14:33.1035477
349	610	334		2017-12-19 02:05:01.4814233
350	388	320		2017-12-15 09:00:24.4159358
351	401	175		2017-12-27 10:26:13.9711088
352	371	910		2017-10-23 10:07:20.5346891
353	315	284		2017-10-17 11:43:19.6167513
354	802	17		2017-10-07 02:16:25.9525048
355	945	950		2017-11-23 20:14:36.3004240
356	701	271		2017-10-16 14:03:47.3074743
357	374	215		2017-10-07 05:14:18.8674215
358	389	328		2017-12-17 02:05:19.7025275
359	58	189		2017-12-02 19:40:24.6045711
360	870	217		2017-11-17 12:56:11.4180657
361	494	145		2017-11-03 04:06:13.2927987
362	411	589		2017-11-18 13:06:38.1983718
363	131	909		2017-11-14 09:09:49.4669046
364	801	122		2017-10-09 01:07:48.0269811
365	847	757		2017-10-12 11:47:02.1782881
366	115	789		2017-12-13 04:59:22.4572763
367	605	307		2017-11-28 02:00:19.1149805
368	50	103		2017-10-17 15:37:24.8514589
369	513	138		2017-12-19 07:58:35.9651577
370	876	238		2017-10-20 21:52:23.1616241
371	855	571		2017-12-14 23:39:49.0688891
372	139	183		2017-10-06 17:12:26.9246571
373	23	865		2017-11-19 22:24:11.5120062
374	399	240		2017-11-14 22:33:34.6068400
375	299	378		2017-12-15 16:33:08.6491353
376	936	593		2017-11-07 03:20:48.4604638
377	795	94		2017-12-08 07:42:50.1866622
378	231	81		2017-12-22 14:48:08.9615561
379	765	534		2017-12-21 06:24:41.0956184
380	695	242		2017-12-18 05:40:39.4672176
381	740	160		2017-11-10 06:03:52.1643514
382	498	481		2017-11-17 02:46:27.8188135
383	127	155		2017-10-10 01:43:55.7615529
384	958	153		2017-11-21 10:23:22.4184282
385	892	986		2017-10-21 15:58:03.3066612
386	293	37		2017-11-08 20:48:44.9515137
387	582	95		2017-11-07 21:23:14.1327275
388	504	35		2017-10-13 07:41:22.0507893
389	894	518		2017-11-26 19:47:33.7919034
390	27	574		2017-10-02 04:17:52.7447686
391	631	308		2017-11-29 05:34:58.9321504
392	536	225		2017-12-29 22:21:57.3474151
393	874	117		2017-11-24 13:27:55.5034941
394	368	247		2017-11-15 15:14:25.3550582
395	716	776		2017-12-23 12:32:47.1690332
396	599	833		2017-11-03 14:15:25.3763095
397	47	755		2017-10-19 22:38:27.0108465
398	126	241		2017-11-08 13:12:41.6580380
399	72	176		2017-11-16 07:54:20.4308365
400	468	124		2017-10-17 12:23:04.9021851
401	459	180		2017-11-18 13:27:22.0962723
402	320	578		2017-12-09 10:59:32.3397514
403	741	77		2017-12-02 01:15:57.1383900
404	928	285		2017-11-29 04:12:38.3197992
405	984	229		2017-10-01 09:20:35.3470467
406	195	401		2017-12-21 17:13:47.0464516
407	902	45		2017-12-03 11:43:09.0226829
408	577	135		2017-12-02 13:09:45.0099114
409	973	485		2017-10-22 09:43:17.3033695
410	5	336		2017-10-17 16:53:47.8399601
411	298	608		2017-11-08 06:20:57.1208121
412	773	416		2017-10-15 14:26:09.9058655
413	39	46		2017-12-26 19:40:38.6069092
414	250	297		2017-12-15 13:59:45.1373535
415	86	368		2017-10-08 06:52:19.2537142
416	577	135		2017-12-17 01:19:45.4739853
417	858	526		2017-11-09 11:22:42.4368188
418	229	756		2017-12-23 22:46:27.0484764
419	678	375		2017-12-18 09:09:44.7203200
420	262	721		2017-12-03 14:58:17.2267745
421	816	457		2017-11-05 07:36:08.3245488
422	581	86		2017-11-15 18:18:57.0641911
423	753	586		2017-11-20 19:49:51.0595556
424	744	41		2017-12-18 03:40:43.2203891
425	51	778		2017-11-21 16:17:24.2294737
426	300	347		2017-12-16 01:17:51.7214741
427	209	144		2017-11-12 03:44:31.4211631
428	739	708		2017-10-05 07:09:46.1569480
429	978	465		2017-11-22 10:00:47.4378068
430	694	206		2017-11-12 02:17:43.2728257
431	961	259		2017-10-19 04:42:21.4496173
432	509	424		2017-10-30 18:30:08.5286242
433	909	80		2017-11-06 06:53:48.5307195
434	921	410		2017-12-04 18:01:36.1934332
435	628	816		2017-10-30 16:13:17.3709453
436	382	216		2017-12-01 19:04:19.8246000
437	151	752		2017-12-16 01:30:30.6804236
438	895	235		2017-11-10 21:31:17.4417538
439	249	924		2017-11-21 01:02:47.0713815
440	108	585		2017-10-30 22:44:16.2602096
441	567	210		2017-12-06 09:05:35.9288309
442	106	53		2017-12-06 08:13:29.1228161
443	6	550		2017-12-21 21:58:04.7474199
444	429	161		2017-11-10 02:53:45.9519432
445	325	966		2017-11-23 21:56:55.6239565
446	575	444		2017-11-14 15:08:49.0262849
447	634	431		2017-10-04 02:41:18.7405059
448	564	439		2017-12-09 23:28:10.3661406
449	808	56		2017-11-08 08:22:06.1013439
450	333	311		2017-10-07 11:13:01.6950479
451	631	308		2017-12-25 02:52:42.9394908
452	421	269		2017-10-26 23:51:59.9623702
453	953	866		2017-11-21 04:02:56.9377180
454	189	455		2017-12-13 16:56:03.2040621
455	947	667		2017-12-12 04:46:56.5776363
456	582	95		2017-10-03 19:08:25.0320812
457	17	993		2017-10-19 15:09:41.2801958
458	785	689		2017-12-14 21:35:13.9180009
459	12	52		2017-10-08 11:55:14.0903255
460	255	205		2017-10-16 08:02:43.6255727
461	122	701		2017-11-09 13:29:15.6252884
462	276	296		2017-11-29 04:33:22.8657349
463	434	435		2017-10-11 03:08:57.5721045
464	266	940		2017-12-10 07:25:34.0305438
465	956	519		2017-12-29 12:11:26.3903429
466	180	150		2017-10-09 11:50:48.5921879
467	225	511		2017-12-09 07:32:21.3751461
468	394	385		2017-10-23 01:39:02.4134759
469	678	375		2017-11-15 21:46:27.7664082
470	757	521		2017-11-06 11:47:59.4291143
471	627	384		2017-10-01 23:49:14.7935616
472	390	291		2017-12-29 13:51:24.9950651
473	670	396		2017-11-02 21:43:39.9770949
474	883	791		2017-11-18 10:25:28.4601103
475	849	729		2017-12-28 05:52:41.2979437
476	290	405		2017-11-29 23:22:39.2017327
477	821	536		2017-11-24 20:20:52.3167713
478	349	425		2017-10-11 16:56:05.1076124
479	578	75		2017-10-25 05:43:47.5964326
480	650	335		2017-10-08 01:08:35.2031887
481	292	917		2017-12-12 22:36:32.9809681
482	969	777		2017-12-03 04:16:21.0550225
483	190	73		2017-11-26 22:47:40.0556041
484	484	327		2017-11-15 22:47:45.7427589
485	181	237		2017-11-17 23:25:00.3333350
486	538	66		2017-12-23 04:50:21.4872472
487	745	278		2017-12-09 14:27:11.5909062
488	459	180		2017-11-23 13:57:45.3266575
489	510	140		2017-12-23 13:14:39.6157970
490	314	722		2017-10-27 21:04:52.3388641
491	517	362		2017-11-13 03:54:38.5444042
492	931	251		2017-10-02 03:55:16.7624226
493	139	183		2017-11-03 09:36:03.3514282
494	597	42		2017-11-05 17:00:03.4458088
495	165	884		2017-12-21 09:15:00.6349212
496	112	655		2017-10-08 04:32:13.0630959
497	973	485		2017-11-26 05:04:31.5507116
498	322	151		2017-10-12 14:32:30.7168760
499	486	642		2017-11-11 14:42:19.5616003
500	842	782		2017-11-15 10:06:07.0317685
501	38	142		2017-12-06 07:36:27.6511389
502	39	46		2017-12-12 01:02:16.3270300
503	473	29		2017-10-25 01:41:42.5997324
504	516	301		2017-10-02 20:34:06.6722296
505	462	258		2017-10-06 11:23:46.9014862
506	22	18		2017-12-26 13:01:17.9444258
507	107	167		2017-12-24 02:08:19.9852753
508	624	479		2017-10-03 17:37:28.4776077
509	61	1		2017-12-16 11:03:21.9061185
510	377	360		2017-10-13 05:24:17.3759035
511	485	6		2017-11-08 22:47:32.7153099
512	36	568		2017-10-08 22:13:36.1725834
513	404	615		2017-11-20 15:51:26.3215683
514	643	717		2017-10-01 10:46:38.8871367
515	167	967		2017-11-03 09:26:10.6446046
516	100	925		2017-12-07 09:12:54.5702660
517	799	147		2017-10-03 05:45:42.8101308
518	816	457		2017-11-25 04:21:11.8293457
519	258	704		2017-10-23 08:00:33.6972088
520	300	347		2017-10-07 07:21:04.9030957
521	409	627		2017-10-30 21:23:37.0012818
522	859	60		2017-10-16 17:34:36.0484885
523	172	499		2017-10-30 12:24:22.7976789
524	980	657		2017-10-20 00:41:35.4275441
525	668	933		2017-12-24 07:53:20.8847101
526	109	321		2017-12-30 19:53:58.0311391
527	260	109		2017-11-26 04:15:21.6436368
528	308	474		2017-12-28 04:43:36.5312862
529	500	7		2017-11-28 01:10:27.8251891
530	547	508		2017-12-21 01:20:28.2348477
531	993	169		2017-10-04 18:18:07.6510211
532	728	927		2017-11-13 05:48:21.5998953
533	721	784		2017-11-30 02:13:45.5460121
534	853	293		2017-12-09 19:37:40.5646642
535	162	141		2017-11-01 17:32:07.5520499
536	347	871		2017-10-01 21:34:16.6539380
537	890	177		2017-11-09 02:34:38.4552900
538	730	118		2017-11-25 02:13:33.3833744
539	657	567		2017-11-10 11:23:58.8412726
540	205	70		2017-11-22 10:23:42.3889093
541	49	279		2017-12-30 02:42:01.5019719
542	334	304		2017-12-06 20:49:43.1132985
543	600	726		2017-12-08 02:54:23.4205390
544	615	382		2017-12-11 07:50:22.2398934
545	343	288		2017-12-18 22:17:19.6235542
546	289	21		2017-11-05 05:41:02.3718208
547	832	261		2017-11-11 12:03:50.4408544
548	709	349		2017-11-02 22:49:24.4642914
549	525	530		2017-10-03 07:33:52.8012041
550	587	960		2017-10-15 00:02:06.0646552
551	179	969		2017-10-05 22:46:30.2529651
552	150	244		2017-10-02 00:43:19.7213658
553	649	529		2017-12-20 06:31:57.0196673
554	629	246		2017-11-05 07:21:14.6585045
555	699	164		2017-10-16 12:42:30.0304867
556	31	274		2017-11-20 14:01:51.6026503
557	534	404		2017-11-12 12:37:53.5293511
558	238	890		2017-10-06 01:00:07.1721883
559	682	602		2017-10-09 12:40:45.7875196
560	54	937		2017-10-06 15:29:48.8703471
561	48	352		2017-10-31 08:45:56.3007889
562	416	376		2017-12-26 21:24:43.4539892
563	633	531		2017-11-05 16:27:00.6524186
564	313	231		2017-12-26 09:42:53.6712708
565	487	110		2017-10-09 11:06:09.7248823
566	305	13		2017-12-26 16:59:11.1154147
567	433	220		2017-11-08 19:59:50.6265713
568	283	323		2017-12-11 20:13:45.7569042
569	390	291		2017-11-29 17:14:31.3350868
570	339	96		2017-11-02 11:51:53.9906665
571	786	102		2017-10-29 06:38:16.1149759
572	455	512		2017-11-08 03:32:09.4267565
573	546	267		2017-10-15 16:57:12.9880730
574	839	174		2017-11-30 21:36:51.3082995
575	602	9		2017-10-08 04:39:03.4011239
576	209	144		2017-11-24 00:33:53.8879833
577	391	480		2017-11-08 14:40:12.6279496
578	507	162		2017-11-19 04:34:00.5577855
579	593	494		2017-11-01 02:24:15.8039899
580	188	912		2017-11-19 02:12:18.5128893
581	44	873		2017-11-19 07:50:07.5902847
582	736	523		2017-10-24 05:25:57.1793453
583	597	42		2017-12-25 21:09:43.7300820
584	242	948		2017-11-14 01:08:21.7605339
585	810	106		2017-12-16 02:33:57.9818826
586	466	516		2017-10-03 17:34:47.9296552
587	216	546		2017-11-23 23:16:24.5802280
588	697	823		2017-10-25 18:52:30.8875075
589	35	276		2017-11-24 06:55:10.5341774
590	275	528		2017-12-12 03:30:15.9493997
591	940	12		2017-11-19 08:56:23.1245870
592	623	265		2017-11-04 01:34:31.2831017
593	740	160		2017-11-16 13:32:47.5958548
594	954	630		2017-11-04 19:54:09.9709254
595	878	218		2017-10-23 01:37:46.0881204
596	250	297		2017-10-04 05:17:18.0479826
597	864	569		2017-11-01 04:22:42.4608799
598	492	74		2017-12-12 17:11:29.7492682
599	392	129		2017-12-02 20:44:12.5150110
600	389	328		2017-12-23 05:18:08.5081395
601	171	497		2017-12-27 09:41:11.7452495
602	287	79		2017-11-30 15:50:04.6839503
603	265	152		2017-12-04 05:34:53.1292047
604	97	980		2017-11-30 19:41:58.8105377
605	481	266		2017-12-16 17:23:49.9496794
606	16	535		2017-11-27 19:14:20.8262087
607	123	2		2017-12-17 07:46:06.7332929
608	105	423		2017-10-20 08:55:05.7113677
