135	 Dinner portion 	1990-09-19 00:08:06.3603476	1	1	2000-03-01 13:15:41.4711846	221
136	has preservative 	2000-08-21 04:07:04.4594092	1	0	1992-07-26 14:46:05.8049518	132
137	 Dinner portion 	2006-09-25 19:17:05.1693126	0	0	2006-08-22 00:38:28.2796554	22
138	has preservative 	1961-09-05 17:25:48.6060464	1	1	1977-05-21 02:27:52.1598875	566
139	 Super Hot	1968-01-04 22:34:21.2145534	1	0	1995-06-22 08:51:23.0727444	112
140	 Dinner portion 	1961-07-25 20:13:24.0566396	1	1	1957-05-24 10:52:00.3901607	397
141	 Super Hot	1979-01-02 06:07:58.8910358	1	1	1962-10-15 21:38:18.9401718	339
142	 artificial coloring 	1980-05-18 14:27:46.9887025	1	0	1967-11-30 15:09:09.1485254	789
143	has preservative 	1999-03-28 03:03:44.0576512	1	0	1989-01-15 06:58:38.9152238	221
144	 Muy Caliente 	1954-02-13 20:30:47.1169249	1	0	1982-07-18 03:37:00.5496998	929
145	 Muy Caliente 	2016-03-04 04:31:24.2234492	1	0	1977-08-14 23:06:40.1989677	53
146	 Dinner portion 	1992-09-17 06:06:46.8273348	1	1	1963-08-24 03:57:10.0101287	259
147	 Heavy 	1992-09-08 20:32:45.6271250	1	1	1983-03-16 20:49:36.7649926	212
148	 Super Hot	1958-04-03 10:30:45.7272288	1	1	1958-07-06 08:03:48.5223842	43
149	 Muy Caliente 	1979-10-16 21:39:06.2311646	1	1	2016-11-17 15:01:17.7488292	938
150	 alcohol mixed 	1998-06-08 12:16:21.5034880	1	1	2008-03-16 08:49:04.3739994	31
151	 Super Hot	1956-09-13 07:40:24.0162218	1	1	2014-11-08 09:20:17.0698980	538
152	has preservative 	1953-06-23 03:29:55.7675739	0	0	2012-07-29 08:05:03.8789660	360
153	 Super Hot	1957-10-07 16:41:34.4898840	1	1	2014-05-07 02:13:54.9933960	452
154	 Dinner portion 	2006-09-10 20:35:33.0236824	0	0	2013-01-02 06:01:02.0853704	857
155	 Muy Caliente 	1999-01-01 14:22:53.4273094	0	0	1957-01-10 06:34:02.8937381	848
156	 artificial coloring 	1988-09-28 17:12:35.0731142	0	1	1986-07-07 10:29:22.0299560	233
157	 Super Hot	1970-08-22 16:40:46.1135220	1	0	2004-05-14 13:26:34.3863320	137
158	 alcohol mixed 	1955-04-29 10:07:48.9081019	1	1	1970-08-28 16:34:18.6879829	545
159	 artificial coloring 	2011-03-26 09:03:48.7312628	1	1	1953-08-10 23:31:05.6174934	73
160	 alcohol mixed 	1977-07-15 07:22:54.1379489	1	1	1981-02-19 04:41:48.1117574	673
161	 Muy Caliente 	2005-07-01 15:44:54.8288616	1	1	1980-06-23 18:28:03.6102110	730
162	 artificial coloring 	1956-03-31 07:23:39.3683614	0	0	2004-09-15 17:49:13.8119838	685
163	 Muy Caliente 	2009-01-13 12:29:26.2066954	1	1	2014-08-01 18:05:17.0717764	93
164	 alcohol mixed 	1964-03-21 01:58:16.3677082	1	0	2010-04-24 01:34:55.7066668	394
165	 Super Hot	2015-07-19 22:15:37.1802556	1	1	1991-06-05 20:56:48.7277674	97
166	 artificial coloring 	1980-04-01 08:05:45.9444793	1	1	2016-02-01 22:21:37.2477452	494
167	 Muy Caliente 	1995-09-20 20:37:00.0503682	1	0	1955-07-06 01:01:09.6264060	436
168	 Dinner portion 	1987-12-29 01:27:33.3855090	1	1	2005-12-28 13:42:32.7415848	512
169	 Olived Oiled 	1963-11-16 16:58:04.7593875	1	1	1999-05-17 15:13:41.7678878	60
170	 Heavy 	1986-08-21 10:04:13.1013866	1	1	1963-05-16 09:46:51.0269740	995
171	 Super Hot	1990-03-24 07:29:46.8112688	1	0	1958-08-08 11:24:27.9754940	569
172	has preservative 	1971-08-06 06:27:43.8155688	1	1	2015-06-07 14:16:57.2347532	100
173	 alcohol mixed 	1989-01-31 15:19:24.0737762	0	1	1977-06-10 06:24:13.2849464	409
174	 alcohol mixed 	1989-10-24 11:23:03.1293638	0	1	1986-09-14 01:50:27.3216904	776
175	 Muy Caliente 	1999-06-23 16:05:11.5448134	0	1	1966-09-11 13:07:39.1572043	70
176	has preservative 	1997-10-31 03:45:12.4487418	1	1	1997-12-30 08:48:45.6972148	378
177	 Muy Caliente 	1962-10-30 13:02:55.1387889	1	1	2008-01-10 13:31:20.6322952	374
178	 alcohol mixed 	1993-11-24 23:24:40.9160998	0	1	1998-09-01 14:13:21.3616934	381
179	 Muy Caliente 	1964-11-10 21:31:17.6095259	0	1	1957-11-22 22:15:18.8026041	173
180	 Muy Caliente 	1982-10-02 07:15:22.9655016	1	1	1960-11-14 15:56:07.6312877	574
181	has preservative 	1978-08-05 18:16:18.7526378	1	1	1984-12-29 21:30:20.0095566	662
182	 alcohol mixed 	2004-02-16 10:39:51.2711620	1	1	1972-09-08 02:12:55.7395230	843
183	 Super Hot	1992-03-24 02:28:21.1872498	0	1	1971-10-21 12:09:56.2872709	856
184	 Heavy 	1962-07-29 09:16:17.9793417	1	1	1999-03-19 22:13:03.7844266	300
185	 Super Hot	1987-05-01 21:20:55.0471008	1	1	1996-07-26 08:22:38.6966612	586
186	 Heavy 	1988-08-08 10:07:51.8282230	1	1	1955-12-04 23:33:14.9600629	16
187	 artificial coloring 	2017-09-29 08:20:38.0743420	1	1	1977-11-19 03:37:34.2599977	504
188	 Muy Caliente 	1985-06-29 14:16:03.3330540	1	1	1967-12-19 00:55:19.8357463	193
189	 alcohol mixed 	2015-01-10 02:45:48.7493816	1	1	2011-12-22 18:11:29.9131664	242
190	 Heavy 	1954-12-22 06:55:31.2872332	1	0	1966-08-27 02:46:19.4412287	546
191	 Heavy 	1982-12-31 11:26:18.3458872	1	1	2005-12-13 01:19:31.4186198	934
192	 Muy Caliente 	2004-05-30 09:09:16.2612106	1	1	1988-12-25 08:04:09.5916726	96
193	 Dinner portion 	1968-03-13 08:21:59.8747835	1	0	1976-10-11 02:56:46.5423940	200
194	has preservative 	2008-03-22 15:11:27.0766046	1	1	1967-05-04 04:09:34.9609868	896
195	 artificial coloring 	1973-10-25 04:28:29.2277780	1	1	1994-08-31 16:23:56.7799498	366
196	 alcohol mixed 	1975-10-04 22:44:19.5226744	1	1	1975-10-31 03:49:05.1281880	769
197	 Heavy 	1989-02-03 01:58:20.7820072	1	1	1971-01-29 21:03:52.0767488	446
198	 Dinner portion 	1988-01-08 01:05:27.6899432	1	0	1996-06-24 05:23:43.2085572	645
199	has preservative 	1956-04-27 22:15:09.9366695	0	0	2008-11-12 06:40:11.8219322	710
200	 alcohol mixed 	1988-12-03 20:25:38.2789700	0	1	1979-04-14 00:45:02.9512224	977
201	 artificial coloring 	2014-09-28 09:29:46.7769668	1	1	1961-02-19 02:56:00.3837226	793
202	 Olived Oiled 	1957-09-12 19:05:12.2416160	1	1	1994-12-18 07:07:04.0234076	684
203	 Super Hot	2012-02-16 17:32:40.9678412	1	0	1976-11-19 16:50:06.7544966	834
204	 Olived Oiled 	2010-11-26 11:34:53.1297780	0	0	2006-07-06 05:14:26.7218548	99
205	 Olived Oiled 	1961-03-18 04:46:34.6922188	1	1	2002-08-09 21:24:36.3985054	736
206	 alcohol mixed 	2002-11-09 01:12:40.2006532	1	1	2017-03-03 19:03:19.8351444	487
207	 Dinner portion 	1982-02-20 12:10:31.6937978	1	0	1988-02-20 01:40:50.5940196	89
208	 artificial coloring 	1985-09-14 05:18:31.3605200	0	1	1980-08-24 00:23:27.6717055	379
209	 artificial coloring 	1960-03-21 04:30:21.4788691	0	0	1999-04-24 16:53:22.9281662	562
210	 Muy Caliente 	1954-03-04 10:37:40.9785675	1	0	1976-10-11 21:45:17.1965233	866
211	 Heavy 	1978-12-01 04:09:39.9343253	1	0	1996-03-27 20:58:01.3976610	211
212	 artificial coloring 	1994-06-28 17:16:05.1974224	1	1	1958-09-13 23:13:13.0246384	144
213	 Heavy 	2008-03-18 12:36:31.2985760	0	1	1965-10-06 18:18:59.8853788	644
214	 Muy Caliente 	1981-06-25 01:48:25.7657614	1	1	2010-06-27 07:34:57.9862056	522
215	 alcohol mixed 	2016-09-09 13:06:35.3853112	1	1	2013-11-21 07:11:28.1022008	276
216	 alcohol mixed 	1954-05-17 05:05:03.5576995	1	1	1960-10-16 16:15:07.8706879	939
217	 Dinner portion 	1981-10-08 04:55:18.1811116	1	0	1985-11-27 05:39:17.5247128	356
218	 Olived Oiled 	1999-06-19 03:13:08.2273534	1	1	1968-05-15 19:52:13.2873499	291
219	 Dinner portion 	1994-08-21 04:37:21.3206074	1	1	1966-09-29 17:12:17.0100056	750
220	 Heavy 	1979-12-12 12:07:45.3520325	1	0	1988-07-02 21:23:33.7677046	350
221	has preservative 	1980-04-02 23:45:07.8701373	0	1	1991-03-16 18:44:02.9877476	589
222	 Olived Oiled 	1963-03-25 06:20:56.7173140	1	1	2005-04-18 00:05:49.7906598	521
223	 Super Hot	1990-09-18 22:41:44.6361274	1	1	2011-10-07 19:31:02.8284184	118
224	 alcohol mixed 	1961-11-26 10:02:33.4721543	0	1	1985-09-21 12:27:22.3266590	858
225	 Olived Oiled 	1956-08-21 22:37:54.7554994	1	1	1975-03-04 08:27:19.6083541	265
226	 Dinner portion 	2003-07-25 22:20:30.5500584	1	1	1987-05-15 03:20:18.3838216	865
227	 artificial coloring 	1956-05-25 22:05:43.9407853	0	1	1991-08-28 11:20:10.6923592	854
228	 artificial coloring 	1998-08-12 00:07:56.9971716	1	1	1963-02-08 02:14:38.3239596	558
229	has preservative 	1968-12-31 06:54:33.9015859	1	1	2009-10-14 09:26:30.5417408	771
230	 artificial coloring 	1976-09-19 17:20:52.0221390	1	1	2008-08-12 09:18:34.0290162	63
231	 alcohol mixed 	1961-09-28 01:46:51.6667345	0	1	1979-12-02 11:44:53.6204660	94
232	 Dinner portion 	1992-07-23 11:57:27.4488458	1	1	1964-07-19 08:07:37.4237378	330
233	 artificial coloring 	1990-07-31 01:09:30.9794304	1	1	2007-07-21 07:33:09.5397612	322
234	 alcohol mixed 	1993-09-08 01:05:39.3305558	0	1	1996-05-11 21:30:15.8513818	824
235	 alcohol mixed 	1985-10-04 21:45:36.1885346	1	0	2017-06-26 13:00:07.2475652	711
236	 artificial coloring 	1973-11-23 23:11:06.5110217	1	1	2007-10-13 14:23:15.9861490	991
237	 Dinner portion 	2009-09-30 17:07:10.3033206	0	0	2013-07-20 09:22:48.9850264	302
238	 Super Hot	1999-01-27 14:53:28.0574718	0	1	1983-01-16 06:55:29.5654160	829
239	 Heavy 	1954-05-14 04:29:43.2871229	1	1	2014-05-11 00:48:27.3859212	358
240	has preservative 	2002-03-23 20:08:14.8464478	1	1	1997-02-22 13:19:18.8615164	471
241	 Olived Oiled 	1959-06-19 21:57:20.1344250	1	1	1985-07-15 21:52:24.3660432	873
242	has preservative 	1985-01-16 03:02:06.7138218	0	1	2014-12-27 03:14:06.5882920	181
243	 alcohol mixed 	1978-04-11 09:45:41.8541848	1	1	1986-05-27 08:01:56.9075802	272
244	 Heavy 	2013-11-08 16:08:07.7708140	1	1	1988-03-12 20:26:12.7166430	244
245	 Olived Oiled 	1993-10-22 02:45:51.3529080	1	0	1988-03-01 05:48:18.0435676	985
246	 Muy Caliente 	2006-04-04 18:10:13.1484650	1	1	2000-04-01 02:06:18.3939814	862
247	 Dinner portion 	2013-12-12 20:32:44.9626348	1	1	1976-03-21 13:45:09.7062938	444
248	 artificial coloring 	2004-06-19 06:33:34.1090220	1	0	1984-01-15 19:21:48.5561884	235
249	 Heavy 	2009-04-13 02:04:51.6912934	1	1	1971-03-13 20:58:06.8587860	368
250	 Olived Oiled 	1972-06-10 23:23:25.6700786	1	1	1986-11-16 00:08:48.9092618	978
251	 Muy Caliente 	2011-09-27 17:49:01.3415628	1	1	2007-09-03 22:09:47.6034750	871
252	 Dinner portion 	2007-05-18 22:45:12.5546538	0	0	1955-09-17 01:11:38.7893988	393
253	has preservative 	2011-02-17 20:28:06.3693356	1	1	1982-09-26 12:11:26.1985514	58
254	 Super Hot	1994-02-15 10:07:24.5846370	0	1	1973-05-13 09:16:38.0542279	139
255	 artificial coloring 	1961-09-02 20:40:30.4088328	1	0	2005-10-29 06:00:59.9634748	157
256	 alcohol mixed 	2004-07-07 03:08:50.0596528	1	0	1973-08-04 02:50:10.5930630	67
257	 Super Hot	1984-09-24 20:23:27.6054884	1	1	2000-12-11 11:36:01.1949890	216
258	has preservative 	2003-03-24 07:30:07.4956870	1	1	2008-11-29 04:22:44.4278378	241
259	 Olived Oiled 	2007-04-07 12:56:58.3742784	1	1	1984-05-04 20:47:07.1135008	431
260	has preservative 	1975-05-25 06:26:04.1421605	1	0	1968-03-28 18:04:18.0146839	581
261	 artificial coloring 	1999-06-17 03:06:56.2598676	1	0	1978-07-08 07:43:09.1427855	349
262	 Muy Caliente 	2001-04-11 12:02:34.6966264	0	1	1978-01-12 23:26:12.2700602	459
263	 artificial coloring 	1969-09-14 22:23:57.4589341	1	1	1988-08-10 14:56:57.1299648	703
264	has preservative 	2001-04-01 11:09:29.4567302	1	1	2008-06-12 07:34:48.8991498	637
265	 artificial coloring 	2010-03-07 08:50:49.3118332	1	1	2014-08-11 10:00:23.5760572	39
266	 Olived Oiled 	2004-02-08 16:12:12.4854794	1	1	1984-09-09 12:50:23.9739230	791
267	 Olived Oiled 	1956-11-29 16:06:34.2179920	1	1	1968-11-24 15:40:03.4848774	591
268	 Super Hot	1967-07-12 11:30:51.9680201	0	1	1987-02-25 20:48:44.0339970	191
269	 alcohol mixed 	2013-06-21 04:02:49.5772268	1	1	2010-10-01 18:34:50.7386408	508
270	 artificial coloring 	1995-10-18 13:55:28.8742894	1	1	1959-02-09 16:48:12.1160517	513
271	 Super Hot	1962-05-17 11:57:53.2543788	0	1	1964-12-28 06:52:18.8856616	570
272	 alcohol mixed 	2000-06-11 14:01:50.1236400	1	1	1955-11-12 22:43:47.9592969	319
273	 artificial coloring 	1998-02-05 22:43:24.9402306	1	1	1971-10-06 19:03:45.9014285	380
274	 Heavy 	2010-02-28 08:29:06.4741596	1	1	1987-05-08 03:52:58.1484892	205
275	 Heavy 	1973-06-25 14:10:25.2176076	0	1	1955-12-19 23:31:09.4016612	337
276	has preservative 	2012-12-16 20:43:01.1563152	0	1	1993-12-19 15:29:56.3994556	692
277	 Muy Caliente 	2002-09-13 20:35:14.8631292	0	1	1971-11-23 16:03:52.8830794	258
